batch_id,settling_time,n_samples,input_distance,state_distance
598,659.0,67,0.27608875384557047,88.58573541560492
599,1050.0,106,0.7609246020467468,182.2772865971868
600,1101.0,112,0.8474815632212892,275.9604325258659
601,1060.0,107,1.0965856099730655,374.4328946867457
602,1116.0,113,0.87705473033329,184.09859779056737
603,481.0,50,0.1552417469626002,18.497356799444628
604,587.0,60,0.16999999999999998,10.186706836271936
605,683.0,70,0.20348525745124638,178.9703258054483
606,1050.0,106,0.8040561236630189,340.55568654593486
607,1071.0,109,0.7765468434035386,297.7797280391645
608,366.0,38,0.08499999999999996,14.006940648134576
609,925.0,94,0.7525996611745185,352.19317981932363
610,935.0,95,0.9870695264265835,487.26938909862196
611,977.0,99,0.33919942511743745,256.20895201207605
612,941.0,96,0.7746007035886295,175.39230042978843
613,461.0,48,0.08499999999999998,29.90058221422046
614,735.0,75,0.17670597047072284,2.5021226760756083
615,460.0,47,0.7136219237103076,190.12066713809878
616,850.0,86,0.28250000000000003,66.74379683266959
617,461.0,48,0.33986210438941267,110.25309000245397
618,763.0,78,0.27414640249326633,15.826959113613777
619,990.0,100,0.7127806464824925,82.41961469057614
620,1003.0,102,0.7075485849042453,103.1847840581018
621,672.0,69,0.12572290960680158,1.5523568108876935
622,819.0,83,0.6462197768561405,134.09862890664743
623,738.0,75,0.1955920499406865,6.373815281408442
624,450.0,46,0.11939953936259555,28.244450137232498
625,607.0,62,0.08000000000000007,1.4916630207827275
626,678.0,69,0.6118823416311342,165.4318408178542
627,699.0,71,0.255,66.39332579415267
628,738.0,75,0.584813004301375,145.30695809824977
629,1012.0,103,0.7609246020467468,367.19521009662014
630,1007.0,102,0.9068627239003708,200.75163426989056
631,177.0,19,0.6375,172.48161477887976
632,599.0,61,0.13804437692278515,37.279176128718134
633,1042.0,106,0.8591020020928831,304.5186569627651
634,399.0,41,0.8999999999999999,239.9194657315921
635,774.0,79,0.9425497334358542,500.169743771496
636,1088.0,110,0.9934913185327792,434.1525053463487
