test_batch,output,observed_anchor_count,learned_kernel
234,Cb,7,"1.31**2 * RBF(length_scale=[0.836, 1.94, 20, 1.86, 20, 3.58]) + WhiteKernel(noise_level=0.000125)"
234,T,7,"2.24**2 * RBF(length_scale=[0.735, 20, 7.51, 2.02, 20, 3.64]) + WhiteKernel(noise_level=0.000635)"
234,Cb,8,"1.31**2 * RBF(length_scale=[0.839, 1.94, 20, 1.89, 20, 3.6]) + WhiteKernel(noise_level=0.000123)"
234,T,8,"2.29**2 * RBF(length_scale=[0.74, 20, 7.72, 2.01, 20, 3.86]) + WhiteKernel(noise_level=0.000644)"
234,Cb,9,"1.31**2 * RBF(length_scale=[0.842, 1.95, 20, 1.9, 20, 3.61]) + WhiteKernel(noise_level=0.000122)"
234,T,9,"2.32**2 * RBF(length_scale=[0.741, 20, 7.78, 2.02, 20, 3.91]) + WhiteKernel(noise_level=0.000638)"
234,Cb,10,"1.31**2 * RBF(length_scale=[0.842, 1.94, 20, 1.92, 20, 3.62]) + WhiteKernel(noise_level=0.000121)"
234,T,10,"2.31**2 * RBF(length_scale=[0.742, 20, 7.79, 2.02, 20, 3.91]) + WhiteKernel(noise_level=0.000638)"
234,Cb,11,"1.31**2 * RBF(length_scale=[0.841, 1.94, 20, 1.93, 20, 3.62]) + WhiteKernel(noise_level=0.000121)"
234,T,11,"2.32**2 * RBF(length_scale=[0.742, 20, 7.82, 2.02, 20, 3.92]) + WhiteKernel(noise_level=0.000634)"
234,Cb,12,"1.31**2 * RBF(length_scale=[0.839, 1.96, 20, 1.92, 20, 3.59]) + WhiteKernel(noise_level=0.00012)"
234,T,12,"2.34**2 * RBF(length_scale=[0.74, 20, 7.85, 2.03, 20, 3.97]) + WhiteKernel(noise_level=0.000631)"
250,Cb,3,"0.99**2 * RBF(length_scale=[0.86, 0.785, 20, 1.03, 20, 2.39]) + WhiteKernel(noise_level=0.000102)"
250,T,3,"1.74**2 * RBF(length_scale=[0.811, 3.29, 5.96, 1.79, 16.1, 3.54]) + WhiteKernel(noise_level=0.000339)"
250,Cb,4,"0.997**2 * RBF(length_scale=[0.859, 0.801, 20, 1.07, 20, 2.37]) + WhiteKernel(noise_level=0.0001)"
250,T,4,"2.06**2 * RBF(length_scale=[0.84, 9.29, 9.03, 1.66, 6.71, 4.13]) + WhiteKernel(noise_level=0.000347)"
250,Cb,5,"0.983**2 * RBF(length_scale=[0.866, 0.78, 20, 0.963, 20, 2.42]) + WhiteKernel(noise_level=0.000102)"
250,T,5,"1.88**2 * RBF(length_scale=[0.823, 2.88, 6.39, 1.96, 19.1, 3.79]) + WhiteKernel(noise_level=0.000367)"
250,Cb,6,"0.97**2 * RBF(length_scale=[0.871, 0.764, 20, 0.821, 20, 2.5]) + WhiteKernel(noise_level=0.000101)"
250,T,6,"1.75**2 * RBF(length_scale=[0.812, 2.46, 5.78, 1.96, 20, 3.7]) + WhiteKernel(noise_level=0.000352)"
250,Cb,7,"0.975**2 * RBF(length_scale=[0.873, 0.758, 20, 0.83, 20, 2.53]) + WhiteKernel(noise_level=9.93e-05)"
250,T,7,"1.76**2 * RBF(length_scale=[0.816, 2.44, 5.81, 1.96, 20, 3.73]) + WhiteKernel(noise_level=0.000346)"
250,Cb,8,"1.01**2 * RBF(length_scale=[0.87, 0.77, 20, 1.07, 20, 2.52]) + WhiteKernel(noise_level=9.75e-05)"
250,T,8,"1.78**2 * RBF(length_scale=[0.823, 2.39, 5.91, 1.99, 20, 3.76]) + WhiteKernel(noise_level=0.000345)"
250,Cb,9,"1.02**2 * RBF(length_scale=[0.873, 0.762, 20, 1.1, 20, 2.56]) + WhiteKernel(noise_level=9.68e-05)"
250,T,9,"1.81**2 * RBF(length_scale=[0.825, 2.33, 6.07, 2.04, 20, 3.8]) + WhiteKernel(noise_level=0.000342)"
250,Cb,10,"1.03**2 * RBF(length_scale=[0.876, 0.752, 20, 1.09, 20, 2.61]) + WhiteKernel(noise_level=9.6e-05)"
250,T,10,"1.83**2 * RBF(length_scale=[0.825, 2.3, 6.2, 2.08, 20, 3.84]) + WhiteKernel(noise_level=0.000337)"
250,Cb,11,"1.03**2 * RBF(length_scale=[0.877, 0.74, 20, 1.08, 20, 2.65]) + WhiteKernel(noise_level=9.52e-05)"
250,T,11,"1.85**2 * RBF(length_scale=[0.827, 2.28, 6.28, 2.1, 20, 3.88]) + WhiteKernel(noise_level=0.000335)"
250,Cb,12,"1.03**2 * RBF(length_scale=[0.878, 0.723, 20, 1.03, 20, 2.68]) + WhiteKernel(noise_level=9.5e-05)"
250,T,12,"1.86**2 * RBF(length_scale=[0.827, 2.25, 6.22, 2.11, 20, 3.89]) + WhiteKernel(noise_level=0.000335)"
257,Cb,3,"1.25**2 * RBF(length_scale=[0.776, 1.16, 20, 20, 20, 4.19]) + WhiteKernel(noise_level=0.000138)"
257,T,3,"1.65**2 * RBF(length_scale=[0.802, 2.46, 14, 20, 20, 4.11]) + WhiteKernel(noise_level=0.000257)"
257,Cb,4,"1.2**2 * RBF(length_scale=[0.771, 1.11, 20, 20, 20, 3.8]) + WhiteKernel(noise_level=0.000137)"
257,T,4,"1.58**2 * RBF(length_scale=[0.815, 2.44, 13.1, 20, 20, 3.67]) + WhiteKernel(noise_level=0.000271)"
257,Cb,5,"1.16**2 * RBF(length_scale=[0.766, 1.06, 20, 20, 20, 3.39]) + WhiteKernel(noise_level=0.000131)"
257,T,5,"1.54**2 * RBF(length_scale=[0.816, 2.41, 12.7, 20, 20, 3.42]) + WhiteKernel(noise_level=0.00026)"
257,Cb,6,"1.14**2 * RBF(length_scale=[0.771, 1.04, 20, 20, 20, 3.25]) + WhiteKernel(noise_level=0.000128)"
257,T,6,"1.53**2 * RBF(length_scale=[0.82, 2.4, 12.6, 20, 20, 3.41]) + WhiteKernel(noise_level=0.000259)"
257,Cb,7,"1.14**2 * RBF(length_scale=[0.774, 1.03, 20, 20, 20, 3.2]) + WhiteKernel(noise_level=0.000127)"
257,T,7,"1.43**2 * RBF(length_scale=[0.804, 2.29, 11.9, 20, 20, 3.11]) + WhiteKernel(noise_level=0.000249)"
257,Cb,8,"1.14**2 * RBF(length_scale=[0.776, 1.01, 20, 20, 20, 3.16]) + WhiteKernel(noise_level=0.000126)"
257,T,8,"1.42**2 * RBF(length_scale=[0.805, 2.23, 11.8, 20, 20, 3.06]) + WhiteKernel(noise_level=0.000239)"
257,Cb,9,"1.13**2 * RBF(length_scale=[0.782, 0.994, 20, 20, 20, 3.03]) + WhiteKernel(noise_level=0.000129)"
257,T,9,"1.4**2 * RBF(length_scale=[0.804, 2.23, 11.7, 20, 20, 3.03]) + WhiteKernel(noise_level=0.000235)"
257,Cb,10,"1.14**2 * RBF(length_scale=[0.786, 0.993, 20, 20, 20, 2.94]) + WhiteKernel(noise_level=0.000129)"
257,T,10,"1.36**2 * RBF(length_scale=[0.796, 2.19, 11.2, 20, 20, 2.97]) + WhiteKernel(noise_level=0.000229)"
257,Cb,11,"1.12**2 * RBF(length_scale=[0.784, 0.971, 20, 20, 20, 2.85]) + WhiteKernel(noise_level=0.000133)"
257,T,11,"1.36**2 * RBF(length_scale=[0.797, 2.19, 11.2, 20, 20, 2.96]) + WhiteKernel(noise_level=0.000225)"
257,Cb,12,"1.12**2 * RBF(length_scale=[0.78, 0.968, 20, 20, 20, 2.77]) + WhiteKernel(noise_level=0.000131)"
257,T,12,"1.35**2 * RBF(length_scale=[0.791, 2.17, 11.2, 20, 20, 2.98]) + WhiteKernel(noise_level=0.000222)"
314,Cb,3,"1.71**2 * RBF(length_scale=[0.896, 2.68, 20, 2, 20, 4.8]) + WhiteKernel(noise_level=0.000124)"
314,T,3,"2.67**2 * RBF(length_scale=[0.791, 20, 5.38, 3.77, 20, 3.43]) + WhiteKernel(noise_level=0.000519)"
314,Cb,4,"1.7**2 * RBF(length_scale=[0.898, 2.54, 20, 1.97, 20, 4.75]) + WhiteKernel(noise_level=0.000124)"
314,T,4,"2.7**2 * RBF(length_scale=[0.8, 20, 5.61, 3.49, 20, 3.51]) + WhiteKernel(noise_level=0.000493)"
314,Cb,5,"1.73**2 * RBF(length_scale=[0.898, 2.48, 20, 2.02, 20, 4.8]) + WhiteKernel(noise_level=0.000132)"
314,T,5,"2.83**2 * RBF(length_scale=[0.821, 7.04, 7.43, 3.14, 20, 4.13]) + WhiteKernel(noise_level=0.000558)"
314,Cb,6,"1.75**2 * RBF(length_scale=[0.903, 2.43, 20, 2.01, 20, 4.79]) + WhiteKernel(noise_level=0.000132)"
314,T,6,"2.84**2 * RBF(length_scale=[0.817, 5.37, 8.12, 3.65, 20, 4.25]) + WhiteKernel(noise_level=0.000523)"
314,Cb,7,"1.74**2 * RBF(length_scale=[0.907, 2.36, 20, 1.97, 20, 4.75]) + WhiteKernel(noise_level=0.000131)"
314,T,7,"2.82**2 * RBF(length_scale=[0.822, 5.13, 8.29, 3.72, 20, 4.31]) + WhiteKernel(noise_level=0.000496)"
314,Cb,8,"1.84**2 * RBF(length_scale=[0.919, 2.42, 20, 2.04, 20, 4.85]) + WhiteKernel(noise_level=0.000141)"
314,T,8,"2.85**2 * RBF(length_scale=[0.831, 4.9, 8.71, 3.78, 20, 4.49]) + WhiteKernel(noise_level=0.000483)"
314,Cb,9,"1.85**2 * RBF(length_scale=[0.922, 2.38, 20, 2.05, 20, 4.81]) + WhiteKernel(noise_level=0.000137)"
314,T,9,"2.85**2 * RBF(length_scale=[0.836, 4.66, 9.07, 3.78, 20, 4.63]) + WhiteKernel(noise_level=0.000471)"
314,Cb,10,"1.84**2 * RBF(length_scale=[0.923, 2.33, 20, 2.03, 20, 4.78]) + WhiteKernel(noise_level=0.000133)"
314,T,10,"2.82**2 * RBF(length_scale=[0.837, 4.43, 9.27, 3.83, 20, 4.61]) + WhiteKernel(noise_level=0.000454)"
314,Cb,11,"1.82**2 * RBF(length_scale=[0.927, 2.22, 20, 1.99, 20, 4.7]) + WhiteKernel(noise_level=0.000132)"
314,T,11,"2.8**2 * RBF(length_scale=[0.836, 4.25, 9.49, 3.86, 20, 4.59]) + WhiteKernel(noise_level=0.000434)"
314,Cb,12,"1.8**2 * RBF(length_scale=[0.924, 2.14, 20, 1.97, 20, 4.7]) + WhiteKernel(noise_level=0.000126)"
314,T,12,"2.77**2 * RBF(length_scale=[0.833, 4.15, 9.7, 3.84, 20, 4.64]) + WhiteKernel(noise_level=0.000419)"
332,Cb,3,"1.2**2 * RBF(length_scale=[0.867, 1.06, 20, 20, 20, 3.74]) + WhiteKernel(noise_level=0.00012)"
332,T,3,"1.55**2 * RBF(length_scale=[0.448, 2.24, 7.85, 20, 20, 6.28]) + WhiteKernel(noise_level=2.99e-06)"
332,Cb,4,"1.19**2 * RBF(length_scale=[0.869, 1.03, 20, 20, 20, 3.72]) + WhiteKernel(noise_level=0.000123)"
332,T,4,"1.54**2 * RBF(length_scale=[0.449, 2.22, 7.78, 20, 20, 6.23]) + WhiteKernel(noise_level=2.79e-06)"
332,Cb,5,"1.22**2 * RBF(length_scale=[0.872, 1.09, 20, 20, 20, 3.73]) + WhiteKernel(noise_level=0.000131)"
332,T,5,"1.56**2 * RBF(length_scale=[0.45, 2.25, 7.98, 20, 20, 6.23]) + WhiteKernel(noise_level=2.35e-06)"
332,Cb,6,"1.23**2 * RBF(length_scale=[0.874, 1.09, 20, 20, 20, 3.69]) + WhiteKernel(noise_level=0.00013)"
332,T,6,"1.56**2 * RBF(length_scale=[0.453, 2.26, 8.1, 20, 20, 6.33]) + WhiteKernel(noise_level=2.34e-06)"
332,Cb,7,"1.23**2 * RBF(length_scale=[0.877, 1.09, 20, 20, 20, 3.68]) + WhiteKernel(noise_level=0.000128)"
332,T,7,"1.58**2 * RBF(length_scale=[0.455, 2.3, 8.3, 20, 20, 6.36]) + WhiteKernel(noise_level=1.84e-06)"
332,Cb,8,"1.26**2 * RBF(length_scale=[0.894, 1.06, 20, 20, 20, 3.7]) + WhiteKernel(noise_level=0.000137)"
332,T,8,"1.57**2 * RBF(length_scale=[0.458, 2.32, 8.33, 20, 20, 6.41]) + WhiteKernel(noise_level=2.01e-06)"
332,Cb,9,"1.27**2 * RBF(length_scale=[0.903, 1.02, 20, 20, 20, 3.84]) + WhiteKernel(noise_level=0.00013)"
332,T,9,"1.58**2 * RBF(length_scale=[0.459, 2.34, 8.47, 20, 20, 6.6]) + WhiteKernel(noise_level=1.93e-06)"
332,Cb,10,"1.24**2 * RBF(length_scale=[0.902, 1.04, 20, 20, 20, 3.77]) + WhiteKernel(noise_level=0.000125)"
332,T,10,"1.57**2 * RBF(length_scale=[0.46, 2.34, 8.56, 20, 20, 6.73]) + WhiteKernel(noise_level=1.84e-06)"
332,Cb,11,"1.25**2 * RBF(length_scale=[0.907, 1.06, 20, 20, 20, 3.86]) + WhiteKernel(noise_level=0.000121)"
332,T,11,"1.57**2 * RBF(length_scale=[0.459, 2.36, 8.66, 20, 20, 6.83]) + WhiteKernel(noise_level=1.69e-06)"
332,Cb,12,"1.26**2 * RBF(length_scale=[0.909, 1.08, 20, 20, 20, 3.94]) + WhiteKernel(noise_level=0.000117)"
332,T,12,"1.82**2 * RBF(length_scale=[0.743, 2.28, 6.89, 20, 20, 6.89]) + WhiteKernel(noise_level=0.000361)"
401,Cb,3,"1.42**2 * RBF(length_scale=[0.872, 1.6, 18.7, 3.42, 20, 3.77]) + WhiteKernel(noise_level=8.61e-05)"
401,T,3,"1.8**2 * RBF(length_scale=[0.752, 2.67, 6.87, 4.31, 20, 3.45]) + WhiteKernel(noise_level=0.000351)"
401,Cb,4,"1.39**2 * RBF(length_scale=[0.874, 1.58, 18.4, 3.35, 20, 3.73]) + WhiteKernel(noise_level=8.35e-05)"
401,T,4,"1.77**2 * RBF(length_scale=[0.756, 2.62, 6.9, 4.09, 20, 3.49]) + WhiteKernel(noise_level=0.000387)"
401,Cb,5,"1.36**2 * RBF(length_scale=[0.88, 1.56, 17.9, 3.2, 20, 3.7]) + WhiteKernel(noise_level=8.23e-05)"
401,T,5,"1.86**2 * RBF(length_scale=[0.772, 2.76, 7.26, 4.31, 20, 3.59]) + WhiteKernel(noise_level=0.000428)"
401,Cb,6,"1.34**2 * RBF(length_scale=[0.884, 1.55, 17.8, 3.17, 20, 3.68]) + WhiteKernel(noise_level=7.98e-05)"
401,T,6,"1.82**2 * RBF(length_scale=[0.768, 2.75, 7.23, 4.27, 20, 3.59]) + WhiteKernel(noise_level=0.000402)"
401,Cb,7,"1.32**2 * RBF(length_scale=[0.888, 1.54, 17.8, 3.14, 20, 3.67]) + WhiteKernel(noise_level=7.75e-05)"
401,T,7,"1.81**2 * RBF(length_scale=[0.764, 2.68, 7.27, 4.5, 20, 3.71]) + WhiteKernel(noise_level=0.000381)"
401,Cb,8,"1.31**2 * RBF(length_scale=[0.891, 1.53, 18.2, 3.12, 20, 3.69]) + WhiteKernel(noise_level=7.5e-05)"
401,T,8,"1.81**2 * RBF(length_scale=[0.768, 2.68, 7.38, 4.57, 20, 3.75]) + WhiteKernel(noise_level=0.000368)"
401,Cb,9,"1.29**2 * RBF(length_scale=[0.894, 1.53, 18.5, 3.07, 20, 3.7]) + WhiteKernel(noise_level=7.27e-05)"
401,T,9,"1.79**2 * RBF(length_scale=[0.768, 2.67, 7.42, 4.6, 20, 3.79]) + WhiteKernel(noise_level=0.000351)"
401,Cb,10,"1.28**2 * RBF(length_scale=[0.896, 1.52, 18.6, 3.03, 20, 3.7]) + WhiteKernel(noise_level=7.06e-05)"
401,T,10,"1.77**2 * RBF(length_scale=[0.772, 2.63, 7.41, 4.66, 20, 3.82]) + WhiteKernel(noise_level=0.000344)"
401,Cb,11,"1.26**2 * RBF(length_scale=[0.897, 1.51, 18.5, 3.01, 20, 3.69]) + WhiteKernel(noise_level=6.87e-05)"
401,T,11,"1.73**2 * RBF(length_scale=[0.767, 2.59, 7.35, 4.65, 20, 3.84]) + WhiteKernel(noise_level=0.000324)"
401,Cb,12,"1.24**2 * RBF(length_scale=[0.895, 1.5, 18.2, 2.97, 20, 3.65]) + WhiteKernel(noise_level=6.67e-05)"
401,T,12,"1.73**2 * RBF(length_scale=[0.765, 2.6, 7.44, 4.74, 20, 3.89]) + WhiteKernel(noise_level=0.000315)"
424,Cb,3,"1.16**2 * RBF(length_scale=[0.784, 1.12, 20, 2.73, 20, 2.81]) + WhiteKernel(noise_level=0.000172)"
424,T,3,"1.68**2 * RBF(length_scale=[0.745, 2.35, 9.04, 2.56, 7.25, 4.11]) + WhiteKernel(noise_level=0.000537)"
424,Cb,4,"1.17**2 * RBF(length_scale=[0.786, 1.12, 20, 2.68, 20, 2.85]) + WhiteKernel(noise_level=0.000175)"
424,T,4,"1.8**2 * RBF(length_scale=[0.758, 2.35, 8.69, 2.84, 9.19, 4.37]) + WhiteKernel(noise_level=0.000579)"
424,Cb,5,"1.17**2 * RBF(length_scale=[0.793, 1.11, 20, 2.31, 20, 2.86]) + WhiteKernel(noise_level=0.000176)"
424,T,5,"1.65**2 * RBF(length_scale=[0.733, 2.28, 5.53, 2.72, 9.85, 3.84]) + WhiteKernel(noise_level=0.000518)"
424,Cb,6,"1.19**2 * RBF(length_scale=[0.799, 1.11, 20, 2.27, 20, 2.94]) + WhiteKernel(noise_level=0.000175)"
424,T,6,"1.67**2 * RBF(length_scale=[0.736, 2.28, 5.56, 2.76, 9.88, 3.87]) + WhiteKernel(noise_level=0.000515)"
424,Cb,7,"1.14**2 * RBF(length_scale=[0.796, 1.08, 20, 2.17, 20, 2.77]) + WhiteKernel(noise_level=0.000172)"
424,T,7,"1.63**2 * RBF(length_scale=[0.722, 2.29, 5.59, 2.71, 8.86, 3.83]) + WhiteKernel(noise_level=0.000492)"
424,Cb,8,"1.11**2 * RBF(length_scale=[0.796, 1.07, 20, 2, 20, 2.67]) + WhiteKernel(noise_level=0.000168)"
424,T,8,"1.6**2 * RBF(length_scale=[0.723, 2.3, 5.67, 2.58, 7.71, 3.71]) + WhiteKernel(noise_level=0.000478)"
424,Cb,9,"1.12**2 * RBF(length_scale=[0.798, 1.08, 20, 1.99, 20, 2.67]) + WhiteKernel(noise_level=0.000166)"
424,T,9,"1.37**2 * RBF(length_scale=[0.805, 20, 20, 0.569, 20, 2.29]) + WhiteKernel(noise_level=0.000666)"
424,Cb,10,"1.12**2 * RBF(length_scale=[0.798, 1.07, 20, 2.02, 20, 2.67]) + WhiteKernel(noise_level=0.000165)"
424,T,10,"1.36**2 * RBF(length_scale=[0.803, 20, 20, 0.565, 20, 2.24]) + WhiteKernel(noise_level=0.000652)"
424,Cb,11,"1.12**2 * RBF(length_scale=[0.793, 1.07, 20, 2.06, 20, 2.65]) + WhiteKernel(noise_level=0.000162)"
424,T,11,"1.37**2 * RBF(length_scale=[0.803, 20, 20, 0.568, 20, 2.24]) + WhiteKernel(noise_level=0.000647)"
424,Cb,12,"1.12**2 * RBF(length_scale=[0.792, 1.06, 20, 2.07, 20, 2.65]) + WhiteKernel(noise_level=0.000163)"
424,T,12,"1.38**2 * RBF(length_scale=[0.803, 20, 20, 0.572, 20, 2.25]) + WhiteKernel(noise_level=0.000648)"
496,Cb,3,"1.25**2 * RBF(length_scale=[1.07, 1.45, 20, 2.49, 16.1, 2.92]) + WhiteKernel(noise_level=6.86e-05)"
496,T,3,"1.73**2 * RBF(length_scale=[0.789, 2.6, 5.92, 4.52, 7.35, 3.56]) + WhiteKernel(noise_level=0.000192)"
496,Cb,4,"1.26**2 * RBF(length_scale=[1.08, 1.46, 20, 2.52, 17.6, 2.93]) + WhiteKernel(noise_level=6.81e-05)"
496,T,4,"1.98**2 * RBF(length_scale=[1.34, 15, 20, 1.35, 5.13, 5.36]) + WhiteKernel(noise_level=0.00101)"
496,Cb,5,"1.27**2 * RBF(length_scale=[1.08, 1.49, 20, 2.54, 17, 2.99]) + WhiteKernel(noise_level=6.77e-05)"
496,T,5,"1.97**2 * RBF(length_scale=[1.34, 13.8, 20, 1.34, 4.99, 5.31]) + WhiteKernel(noise_level=0.00101)"
496,Cb,6,"1.28**2 * RBF(length_scale=[1.08, 1.51, 20, 2.55, 15.9, 3.07]) + WhiteKernel(noise_level=6.72e-05)"
496,T,6,"1.77**2 * RBF(length_scale=[1.3, 2.66, 6.75, 2.57, 6.07, 3.42]) + WhiteKernel(noise_level=0.00103)"
496,Cb,7,"1.34**2 * RBF(length_scale=[1.09, 1.55, 20, 2.52, 17.4, 3.3]) + WhiteKernel(noise_level=6.78e-05)"
496,T,7,"1.81**2 * RBF(length_scale=[1.3, 2.6, 6.58, 2.84, 7.58, 3.33]) + WhiteKernel(noise_level=0.00102)"
496,Cb,8,"1.32**2 * RBF(length_scale=[1.1, 1.56, 20, 2.58, 15.5, 3.23]) + WhiteKernel(noise_level=6.8e-05)"
496,T,8,"1.83**2 * RBF(length_scale=[1.3, 2.59, 6.54, 2.91, 8.02, 3.33]) + WhiteKernel(noise_level=0.00102)"
496,Cb,9,"1.32**2 * RBF(length_scale=[1.09, 1.56, 20, 2.62, 15.8, 3.15]) + WhiteKernel(noise_level=6.74e-05)"
496,T,9,"1.85**2 * RBF(length_scale=[1.3, 2.6, 6.59, 2.96, 8.22, 3.35]) + WhiteKernel(noise_level=0.00101)"
496,Cb,10,"1.34**2 * RBF(length_scale=[1.1, 1.58, 20, 2.64, 16.5, 3.25]) + WhiteKernel(noise_level=6.74e-05)"
496,T,10,"1.78**2 * RBF(length_scale=[0.791, 2.61, 6.33, 5.39, 20, 2.98]) + WhiteKernel(noise_level=0.00017)"
496,Cb,11,"1.33**2 * RBF(length_scale=[1.1, 1.58, 20, 2.66, 14.9, 3.25]) + WhiteKernel(noise_level=6.8e-05)"
496,T,11,"1.89**2 * RBF(length_scale=[1.3, 2.64, 6.84, 3.1, 8.92, 3.44]) + WhiteKernel(noise_level=0.000987)"
496,Cb,12,"1.34**2 * RBF(length_scale=[1.09, 1.54, 20, 2.68, 20, 3.24]) + WhiteKernel(noise_level=6.79e-05)"
496,T,12,"1.91**2 * RBF(length_scale=[1.29, 2.62, 6.88, 3.14, 9, 3.53]) + WhiteKernel(noise_level=0.000975)"
569,Cb,3,"1.35**2 * RBF(length_scale=[1.23, 1.9, 20, 20, 20, 3.9]) + WhiteKernel(noise_level=4.08e-05)"
569,T,3,"2.83**2 * RBF(length_scale=[1.53, 4.27, 20, 7.38, 20, 7.21]) + WhiteKernel(noise_level=0.000796)"
569,Cb,4,"1.27**2 * RBF(length_scale=[1.22, 1.73, 20, 20, 20, 3.7]) + WhiteKernel(noise_level=4.17e-05)"
569,T,4,"2.8**2 * RBF(length_scale=[1.51, 4.05, 20, 6.86, 20, 7.44]) + WhiteKernel(noise_level=0.000767)"
569,Cb,5,"1.48**2 * RBF(length_scale=[1.22, 1.84, 20, 20, 20, 4.3]) + WhiteKernel(noise_level=5.64e-05)"
569,T,5,"2.76**2 * RBF(length_scale=[1.56, 4.05, 19.6, 7.81, 20, 7.08]) + WhiteKernel(noise_level=0.000878)"
569,Cb,6,"1.47**2 * RBF(length_scale=[1.23, 1.83, 20, 20, 20, 4.34]) + WhiteKernel(noise_level=5.62e-05)"
569,T,6,"2.71**2 * RBF(length_scale=[1.57, 3.94, 18.7, 8.02, 20, 7.03]) + WhiteKernel(noise_level=0.00083)"
569,Cb,7,"1.62**2 * RBF(length_scale=[1.22, 2.03, 20, 20, 20, 4.86]) + WhiteKernel(noise_level=6.38e-05)"
569,T,7,"2.58**2 * RBF(length_scale=[1.55, 3.81, 20, 7.24, 20, 7.16]) + WhiteKernel(noise_level=0.000883)"
569,Cb,8,"1.81**2 * RBF(length_scale=[1.16, 2.11, 20, 20, 20, 5.58]) + WhiteKernel(noise_level=5.77e-05)"
569,T,8,"2.09**2 * RBF(length_scale=[0.805, 3.75, 20, 8.92, 20, 6.97]) + WhiteKernel(noise_level=0.000173)"
569,Cb,9,"2.15**2 * RBF(length_scale=[1.16, 2.05, 20, 20, 20, 6.41]) + WhiteKernel(noise_level=5.45e-05)"
569,T,9,"2.11**2 * RBF(length_scale=[0.819, 3.65, 20, 8.41, 20, 6.96]) + WhiteKernel(noise_level=0.000175)"
569,Cb,10,"1.65**2 * RBF(length_scale=[1.06, 1.92, 20, 20, 20, 5.36]) + WhiteKernel(noise_level=7.1e-05)"
569,T,10,"2.11**2 * RBF(length_scale=[0.819, 3.65, 20, 8.01, 20, 6.99]) + WhiteKernel(noise_level=0.000193)"
569,Cb,11,"1.42**2 * RBF(length_scale=[0.978, 1.65, 20, 20, 20, 4.74]) + WhiteKernel(noise_level=6.29e-05)"
569,T,11,"2.09**2 * RBF(length_scale=[0.818, 3.57, 20, 7.79, 20, 6.97]) + WhiteKernel(noise_level=0.000194)"
569,Cb,12,"1.41**2 * RBF(length_scale=[0.98, 1.67, 20, 20, 20, 4.77]) + WhiteKernel(noise_level=7.29e-05)"
569,T,12,"2.14**2 * RBF(length_scale=[0.81, 3.42, 19.9, 8.51, 20, 7.12]) + WhiteKernel(noise_level=0.000204)"
653,Cb,3,"1.4**2 * RBF(length_scale=[1.08, 1.85, 20, 2.45, 20, 4.41]) + WhiteKernel(noise_level=5.77e-05)"
653,T,3,"1.96**2 * RBF(length_scale=[0.907, 20, 20, 3.14, 8.88, 5.23]) + WhiteKernel(noise_level=0.000118)"
653,Cb,4,"1.46**2 * RBF(length_scale=[1.09, 1.89, 20, 2.26, 20, 4.74]) + WhiteKernel(noise_level=5.86e-05)"
653,T,4,"1.95**2 * RBF(length_scale=[0.912, 20, 20, 3.14, 9.05, 5.18]) + WhiteKernel(noise_level=0.000116)"
653,Cb,5,"1.58**2 * RBF(length_scale=[1.1, 1.89, 20, 2.2, 20, 5.32]) + WhiteKernel(noise_level=5.85e-05)"
653,T,5,"1.82**2 * RBF(length_scale=[0.904, 17.2, 20, 3.1, 8.09, 4.73]) + WhiteKernel(noise_level=0.000115)"
653,Cb,6,"1.69**2 * RBF(length_scale=[1.11, 1.83, 20, 2.3, 20, 5.68]) + WhiteKernel(noise_level=5.73e-05)"
653,T,6,"1.69**2 * RBF(length_scale=[0.888, 9.3, 20, 3.12, 7.65, 4.47]) + WhiteKernel(noise_level=0.000109)"
653,Cb,7,"1.71**2 * RBF(length_scale=[1.12, 1.81, 20, 2.33, 20, 5.76]) + WhiteKernel(noise_level=5.7e-05)"
653,T,7,"1.69**2 * RBF(length_scale=[0.894, 9.31, 20, 3.12, 7.76, 4.44]) + WhiteKernel(noise_level=0.000107)"
653,Cb,8,"1.74**2 * RBF(length_scale=[1.13, 1.78, 20, 2.37, 20, 5.86]) + WhiteKernel(noise_level=5.68e-05)"
653,T,8,"2.12**2 * RBF(length_scale=[0.917, 6.1, 18.7, 3.64, 11.9, 4.84]) + WhiteKernel(noise_level=0.0001)"
653,Cb,9,"1.65**2 * RBF(length_scale=[1.12, 1.75, 20, 2.2, 20, 5.52]) + WhiteKernel(noise_level=5.73e-05)"
653,T,9,"1.71**2 * RBF(length_scale=[0.904, 9.43, 20, 3.13, 8.02, 4.4]) + WhiteKernel(noise_level=0.000105)"
653,Cb,10,"1.65**2 * RBF(length_scale=[1.12, 1.73, 20, 2.21, 20, 5.51]) + WhiteKernel(noise_level=5.65e-05)"
653,T,10,"1.66**2 * RBF(length_scale=[0.892, 7.55, 20, 3.18, 8.14, 4.28]) + WhiteKernel(noise_level=0.000102)"
653,Cb,11,"1.6**2 * RBF(length_scale=[1.11, 1.65, 20, 2.07, 20, 5.65]) + WhiteKernel(noise_level=6.2e-05)"
653,T,11,"1.65**2 * RBF(length_scale=[0.889, 7.22, 20, 3.19, 8.13, 4.22]) + WhiteKernel(noise_level=0.000101)"
653,Cb,12,"1.59**2 * RBF(length_scale=[1.1, 1.6, 20, 1.96, 20, 5.69]) + WhiteKernel(noise_level=5.92e-05)"
