test_batch,output,configuration,features,learned_kernel
232,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.33**2 * RBF(length_scale=[0.853, 20, 4.71, 1.5, 20, 3.67]) + WhiteKernel(noise_level=0.000147)"
232,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.19**2 * RBF(length_scale=[0.792, 7.28, 20, 1.6, 12.7, 5.64]) + WhiteKernel(noise_level=0.000641)"
232,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.5**2 * RBF(length_scale=[10.2, 4.9, 20, 17.8, 3.1]) + WhiteKernel(noise_level=0.01)"
232,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.1**2 * RBF(length_scale=[2.27, 4.22, 5.87, 20, 4.32]) + WhiteKernel(noise_level=0.01)"
232,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.46**2 * RBF(length_scale=[0.86, 5.21, 1.56, 20, 4.1]) + WhiteKernel(noise_level=0.000148)"
232,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.63**2 * RBF(length_scale=[0.761, 6.2, 1.35, 20, 2.62]) + WhiteKernel(noise_level=0.000607)"
232,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.08**2 * RBF(length_scale=[0.824, 1.34, 1.78, 20, 2.88]) + WhiteKernel(noise_level=0.000149)"
232,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.4**2 * RBF(length_scale=[0.806, 7.4, 1.59, 11.2, 6.25]) + WhiteKernel(noise_level=0.000636)"
232,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.09**2 * RBF(length_scale=[0.818, 8.73, 1.99, 1.41, 2.25]) + WhiteKernel(noise_level=0.00016)"
232,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.44**2 * RBF(length_scale=[0.734, 1.63, 5.92, 20, 1.39]) + WhiteKernel(noise_level=0.000616)"
232,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.15**2 * RBF(length_scale=[0.826, 1.42, 20, 1.92, 3.1]) + WhiteKernel(noise_level=0.00015)"
232,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.69**2 * RBF(length_scale=[0.75, 4.54, 7, 1.89, 2.97]) + WhiteKernel(noise_level=0.000621)"
232,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.07**2 * RBF(length_scale=[0.848, 3.95, 1.05, 0.694, 20]) + WhiteKernel(noise_level=0.000153)"
232,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.13**2 * RBF(length_scale=[0.469, 2.56, 20, 0.806, 5.72]) + WhiteKernel(noise_level=9.36e-07)"
234,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.31**2 * RBF(length_scale=[0.839, 1.94, 20, 1.89, 20, 3.6]) + WhiteKernel(noise_level=0.000123)"
234,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.29**2 * RBF(length_scale=[0.74, 20, 7.72, 2.01, 20, 3.86]) + WhiteKernel(noise_level=0.000644)"
234,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.746**2 * RBF(length_scale=[7.04, 20, 20, 20, 0.521]) + WhiteKernel(noise_level=0.01)"
234,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.04**2 * RBF(length_scale=[2.43, 2.94, 2.84, 20, 1.94]) + WhiteKernel(noise_level=0.01)"
234,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.18**2 * RBF(length_scale=[0.847, 20, 0.999, 20, 1.63]) + WhiteKernel(noise_level=0.000125)"
234,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.43**2 * RBF(length_scale=[0.744, 8, 2.02, 20, 4.04]) + WhiteKernel(noise_level=0.000642)"
234,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.41**2 * RBF(length_scale=[0.848, 1.98, 1.89, 20, 3.76]) + WhiteKernel(noise_level=0.000123)"
234,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.01**2 * RBF(length_scale=[0.741, 6.97, 2.12, 5.32, 2.34]) + WhiteKernel(noise_level=0.000642)"
234,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.984**2 * RBF(length_scale=[0.798, 0.509, 20, 20, 1.67]) + WhiteKernel(noise_level=0.000129)"
234,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.84**2 * RBF(length_scale=[0.729, 1.76, 7.98, 5.5, 1.92]) + WhiteKernel(noise_level=0.000672)"
234,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.61**2 * RBF(length_scale=[0.848, 2.23, 20, 2.29, 4.57]) + WhiteKernel(noise_level=0.000122)"
234,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","2.39**2 * RBF(length_scale=[0.743, 20, 7.9, 2.05, 4.01]) + WhiteKernel(noise_level=0.000647)"
234,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.96**2 * RBF(length_scale=[0.912, 2.07, 20, 1.31, 17.7]) + WhiteKernel(noise_level=0.000132)"
234,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.67**2 * RBF(length_scale=[0.471, 5.43, 5.94, 1.61, 4.82]) + WhiteKernel(noise_level=2.27e-06)"
250,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.01**2 * RBF(length_scale=[0.87, 0.77, 20, 1.07, 20, 2.52]) + WhiteKernel(noise_level=9.75e-05)"
250,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.78**2 * RBF(length_scale=[0.823, 2.39, 5.91, 1.99, 20, 3.76]) + WhiteKernel(noise_level=0.000345)"
250,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.985**2 * RBF(length_scale=[0.407, 20, 20, 20, 2.97]) + WhiteKernel(noise_level=0.01)"
250,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","0.853**2 * RBF(length_scale=[1.15, 20, 18.3, 0.871, 1.23]) + WhiteKernel(noise_level=0.01)"
250,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.13**2 * RBF(length_scale=[0.896, 20, 0.976, 2.62, 2.04]) + WhiteKernel(noise_level=9.93e-05)"
250,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.01**2 * RBF(length_scale=[0.865, 8.47, 1.49, 7.97, 2.71]) + WhiteKernel(noise_level=0.000366)"
250,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.15**2 * RBF(length_scale=[0.859, 0.916, 1.49, 20, 2.89]) + WhiteKernel(noise_level=9.25e-05)"
250,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.22**2 * RBF(length_scale=[0.898, 20, 1.13, 3.76, 4.05]) + WhiteKernel(noise_level=0.000361)"
250,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.889**2 * RBF(length_scale=[0.821, 0.613, 20, 14.5, 0.847]) + WhiteKernel(noise_level=8.61e-05)"
250,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.63**2 * RBF(length_scale=[0.82, 1.4, 6.7, 20, 2.2]) + WhiteKernel(noise_level=0.000369)"
250,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.05**2 * RBF(length_scale=[0.866, 0.797, 20, 1.2, 2.63]) + WhiteKernel(noise_level=9.62e-05)"
250,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.77**2 * RBF(length_scale=[0.818, 2.24, 5.64, 2.03, 3.74]) + WhiteKernel(noise_level=0.000344)"
250,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.977**2 * RBF(length_scale=[0.9, 0.558, 20, 0.438, 20]) + WhiteKernel(noise_level=0.000104)"
250,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.95**2 * RBF(length_scale=[0.885, 4.68, 6.09, 0.739, 5.75]) + WhiteKernel(noise_level=0.000364)"
257,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.14**2 * RBF(length_scale=[0.776, 1.01, 20, 20, 20, 3.16]) + WhiteKernel(noise_level=0.000126)"
257,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.42**2 * RBF(length_scale=[0.805, 2.23, 11.8, 20, 20, 3.06]) + WhiteKernel(noise_level=0.000239)"
257,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.04**2 * RBF(length_scale=[1.29, 20, 20, 20, 4.65]) + WhiteKernel(noise_level=0.01)"
257,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.24**2 * RBF(length_scale=[2.23, 7.41, 20, 20, 10.6]) + WhiteKernel(noise_level=0.01)"
257,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.17**2 * RBF(length_scale=[0.83, 20, 0.638, 15.2, 2.64]) + WhiteKernel(noise_level=0.000163)"
257,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.77**2 * RBF(length_scale=[0.886, 20, 1.49, 14.4, 4.4]) + WhiteKernel(noise_level=0.000254)"
257,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.27**2 * RBF(length_scale=[0.773, 1.13, 20, 20, 3.54]) + WhiteKernel(noise_level=0.00012)"
257,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.9**2 * RBF(length_scale=[0.891, 20, 1.61, 13.6, 4.08]) + WhiteKernel(noise_level=0.000251)"
257,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.21**2 * RBF(length_scale=[0.777, 1.05, 20, 20, 3.4]) + WhiteKernel(noise_level=0.000123)"
257,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.48**2 * RBF(length_scale=[0.807, 2.27, 12.1, 20, 3.21]) + WhiteKernel(noise_level=0.00024)"
257,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.25**2 * RBF(length_scale=[0.782, 1.06, 20, 20, 3.44]) + WhiteKernel(noise_level=0.000125)"
257,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.89**2 * RBF(length_scale=[0.476, 2.84, 14.2, 9.35, 7.68]) + WhiteKernel(noise_level=1e-08)"
257,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.37**2 * RBF(length_scale=[0.915, 0.709, 20, 0.655, 20]) + WhiteKernel(noise_level=0.000185)"
257,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","2.34**2 * RBF(length_scale=[0.942, 3.78, 15.6, 1.7, 15.1]) + WhiteKernel(noise_level=0.000273)"
314,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.84**2 * RBF(length_scale=[0.919, 2.42, 20, 2.04, 20, 4.85]) + WhiteKernel(noise_level=0.000141)"
314,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.85**2 * RBF(length_scale=[0.831, 4.9, 8.71, 3.78, 20, 4.49]) + WhiteKernel(noise_level=0.000483)"
314,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.65**2 * RBF(length_scale=[2.1, 20, 2.91, 20, 4.84]) + WhiteKernel(noise_level=0.01)"
314,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.93**2 * RBF(length_scale=[3.73, 9.75, 7.81, 20, 16]) + WhiteKernel(noise_level=0.01)"
314,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.97**2 * RBF(length_scale=[0.968, 20, 1.07, 17.7, 3.78]) + WhiteKernel(noise_level=0.000139)"
314,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","3.21**2 * RBF(length_scale=[0.882, 8.08, 2.35, 20, 4.12]) + WhiteKernel(noise_level=0.000478)"
314,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","2.33**2 * RBF(length_scale=[0.944, 2.72, 2.23, 19.7, 5.33]) + WhiteKernel(noise_level=0.000138)"
314,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","3.95**2 * RBF(length_scale=[0.915, 13.4, 2.11, 8.01, 6.62]) + WhiteKernel(noise_level=0.00049)"
314,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.968**2 * RBF(length_scale=[0.878, 0.2, 0.2, 0.405, 0.257]) + WhiteKernel(noise_level=0.000162)"
314,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","2.31**2 * RBF(length_scale=[0.845, 3.65, 4.04, 20, 1.72]) + WhiteKernel(noise_level=0.000528)"
314,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","2.06**2 * RBF(length_scale=[0.92, 2.55, 20, 2.37, 5.44]) + WhiteKernel(noise_level=0.00014)"
314,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","3.01**2 * RBF(length_scale=[0.832, 4.94, 8.86, 4.15, 4.6]) + WhiteKernel(noise_level=0.000486)"
314,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.75**2 * RBF(length_scale=[0.947, 1.54, 20, 1.05, 20]) + WhiteKernel(noise_level=0.000144)"
314,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","3.29**2 * RBF(length_scale=[0.895, 8.07, 10.6, 1.77, 6.26]) + WhiteKernel(noise_level=0.00051)"
332,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.26**2 * RBF(length_scale=[0.894, 1.06, 20, 20, 20, 3.7]) + WhiteKernel(noise_level=0.000137)"
332,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.57**2 * RBF(length_scale=[0.458, 2.32, 8.33, 20, 20, 6.41]) + WhiteKernel(noise_level=2.01e-06)"
332,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.867**2 * RBF(length_scale=[0.698, 20, 20, 9.29, 3.9]) + WhiteKernel(noise_level=0.01)"
332,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","0.876**2 * RBF(length_scale=[1.17, 2.59, 20, 20, 6.62]) + WhiteKernel(noise_level=0.01)"
332,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.95**2 * RBF(length_scale=[0.886, 20, 0.689, 20, 0.908]) + WhiteKernel(noise_level=0.000141)"
332,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.04**2 * RBF(length_scale=[0.751, 1.5, 1.04, 7.44, 4.74]) + WhiteKernel(noise_level=0.000539)"
332,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.35**2 * RBF(length_scale=[0.898, 1.11, 20, 20, 3.97]) + WhiteKernel(noise_level=0.000136)"
332,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.43**2 * RBF(length_scale=[0.471, 2.17, 2.38, 7.02, 4.51]) + WhiteKernel(noise_level=1.01e-08)"
332,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.26**2 * RBF(length_scale=[0.895, 1.05, 20, 20, 3.58]) + WhiteKernel(noise_level=0.000137)"
332,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.59**2 * RBF(length_scale=[0.458, 2.32, 8.35, 20, 6.42]) + WhiteKernel(noise_level=2.58e-06)"
332,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.36**2 * RBF(length_scale=[0.899, 1.11, 20, 20, 4.12]) + WhiteKernel(noise_level=0.000136)"
332,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.91**2 * RBF(length_scale=[0.458, 2.51, 10.2, 20, 8.1]) + WhiteKernel(noise_level=1.91e-06)"
332,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.29**2 * RBF(length_scale=[0.94, 0.416, 20, 20, 4.46]) + WhiteKernel(noise_level=0.000138)"
332,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.987**2 * RBF(length_scale=[0.445, 1.56, 2.13, 2.77, 20]) + WhiteKernel(noise_level=1e-08)"
401,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.31**2 * RBF(length_scale=[0.891, 1.53, 18.2, 3.12, 20, 3.69]) + WhiteKernel(noise_level=7.5e-05)"
401,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.81**2 * RBF(length_scale=[0.768, 2.68, 7.38, 4.57, 20, 3.75]) + WhiteKernel(noise_level=0.000368)"
401,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.46**2 * RBF(length_scale=[1.92, 20, 15.9, 20, 5.44]) + WhiteKernel(noise_level=0.01)"
401,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","0.869**2 * RBF(length_scale=[1.62, 2.46, 1.56, 19.4, 4.11]) + WhiteKernel(noise_level=0.01)"
401,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.975**2 * RBF(length_scale=[0.961, 4.61, 0.748, 13.3, 1.52]) + WhiteKernel(noise_level=8.47e-05)"
401,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.36**2 * RBF(length_scale=[0.775, 5.64, 1.59, 17, 2.26]) + WhiteKernel(noise_level=0.000412)"
401,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.06**2 * RBF(length_scale=[0.956, 1.03, 1.09, 20, 3.33]) + WhiteKernel(noise_level=8.17e-05)"
401,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.58**2 * RBF(length_scale=[0.949, 3.78, 1.94, 5.36, 4.25]) + WhiteKernel(noise_level=0.000584)"
401,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.42**2 * RBF(length_scale=[0.892, 1.52, 17.3, 14.5, 3.83]) + WhiteKernel(noise_level=7.61e-05)"
401,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","2.14**2 * RBF(length_scale=[0.796, 2.42, 7.24, 11.8, 4.31]) + WhiteKernel(noise_level=0.000388)"
401,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.53**2 * RBF(length_scale=[0.88, 1.72, 18.2, 3.45, 4.17]) + WhiteKernel(noise_level=7.25e-05)"
401,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.97**2 * RBF(length_scale=[0.773, 2.84, 8.17, 4.7, 3.94]) + WhiteKernel(noise_level=0.000371)"
401,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.994**2 * RBF(length_scale=[0.995, 0.778, 20, 0.605, 20]) + WhiteKernel(noise_level=8.45e-05)"
401,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","2.22**2 * RBF(length_scale=[0.882, 3.2, 7.31, 1.69, 3.89]) + WhiteKernel(noise_level=0.000507)"
424,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.11**2 * RBF(length_scale=[0.796, 1.07, 20, 2, 20, 2.67]) + WhiteKernel(noise_level=0.000168)"
424,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.6**2 * RBF(length_scale=[0.723, 2.3, 5.67, 2.58, 7.71, 3.71]) + WhiteKernel(noise_level=0.000478)"
424,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.717**2 * RBF(length_scale=[1.72, 20, 1.28, 20, 1.55]) + WhiteKernel(noise_level=0.01)"
424,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.22**2 * RBF(length_scale=[0.909, 6.05, 20, 20, 7.97]) + WhiteKernel(noise_level=0.01)"
424,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.912**2 * RBF(length_scale=[0.815, 2.79, 0.742, 20, 1.28]) + WhiteKernel(noise_level=0.000172)"
424,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.36**2 * RBF(length_scale=[0.801, 20, 0.573, 20, 2.3]) + WhiteKernel(noise_level=0.000663)"
424,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.14**2 * RBF(length_scale=[0.797, 1.09, 2.07, 20, 2.78]) + WhiteKernel(noise_level=0.000169)"
424,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.37**2 * RBF(length_scale=[0.803, 20, 0.576, 20, 2.29]) + WhiteKernel(noise_level=0.000667)"
424,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.954**2 * RBF(length_scale=[0.802, 0.961, 1.54, 20, 1.45]) + WhiteKernel(noise_level=0.000163)"
424,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.57**2 * RBF(length_scale=[0.691, 1.09, 7.65, 20, 2.84]) + WhiteKernel(noise_level=0.00046)"
424,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.18**2 * RBF(length_scale=[0.796, 1.09, 20, 2.2, 2.86]) + WhiteKernel(noise_level=0.000169)"
424,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.61**2 * RBF(length_scale=[0.72, 2.08, 4.41, 2.78, 3.79]) + WhiteKernel(noise_level=0.000484)"
424,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.877**2 * RBF(length_scale=[0.836, 0.359, 20, 0.546, 20]) + WhiteKernel(noise_level=0.000188)"
424,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.24**2 * RBF(length_scale=[0.755, 19.5, 1.55, 0.605, 1.64]) + WhiteKernel(noise_level=0.000509)"
496,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.32**2 * RBF(length_scale=[1.1, 1.56, 20, 2.58, 15.5, 3.23]) + WhiteKernel(noise_level=6.8e-05)"
496,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.83**2 * RBF(length_scale=[1.3, 2.59, 6.54, 2.91, 8.02, 3.33]) + WhiteKernel(noise_level=0.00102)"
496,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.661**2 * RBF(length_scale=[2.66, 1.5, 20, 7.1, 0.56]) + WhiteKernel(noise_level=0.01)"
496,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","0.957**2 * RBF(length_scale=[1.06, 2.27, 6.52, 20, 20]) + WhiteKernel(noise_level=0.01)"
496,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.852**2 * RBF(length_scale=[1.08, 1.38, 20, 0.523, 0.481]) + WhiteKernel(noise_level=6.41e-05)"
