test_batch,output,configuration,features,learned_kernel
496,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.66**2 * RBF(length_scale=[0.825, 20, 1.23, 4.4, 4.34]) + WhiteKernel(noise_level=0.000181)"
496,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.38**2 * RBF(length_scale=[1.1, 1.6, 2.69, 12.6, 3.39]) + WhiteKernel(noise_level=6.83e-05)"
496,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.11**2 * RBF(length_scale=[1.38, 12.7, 1.35, 4.68, 5.6]) + WhiteKernel(noise_level=0.00099)"
496,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.13**2 * RBF(length_scale=[1.08, 1.29, 20, 3.07, 2.2]) + WhiteKernel(noise_level=6.47e-05)"
496,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.42**2 * RBF(length_scale=[0.797, 1.88, 3.85, 2.27, 1.88]) + WhiteKernel(noise_level=0.00018)"
496,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.33**2 * RBF(length_scale=[1.09, 1.52, 18.8, 2.58, 3.2]) + WhiteKernel(noise_level=6.83e-05)"
496,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.74**2 * RBF(length_scale=[0.787, 2.54, 5.93, 5.18, 2.84]) + WhiteKernel(noise_level=0.000174)"
496,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.32**2 * RBF(length_scale=[1.16, 0.99, 20, 1.09, 20]) + WhiteKernel(noise_level=6.54e-05)"
496,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.63**2 * RBF(length_scale=[0.835, 3, 20, 1.42, 2.95]) + WhiteKernel(noise_level=0.000202)"
569,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.81**2 * RBF(length_scale=[1.16, 2.11, 20, 20, 20, 5.58]) + WhiteKernel(noise_level=5.77e-05)"
569,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.09**2 * RBF(length_scale=[0.805, 3.75, 20, 8.92, 20, 6.97]) + WhiteKernel(noise_level=0.000173)"
569,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.47**2 * RBF(length_scale=[2.29, 20, 9.52, 20, 4.43]) + WhiteKernel(noise_level=0.01)"
569,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.23**2 * RBF(length_scale=[3.97, 14.1, 20, 20, 12.4]) + WhiteKernel(noise_level=0.01)"
569,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.97**2 * RBF(length_scale=[1.23, 20, 1.42, 20, 4.67]) + WhiteKernel(noise_level=5.85e-05)"
569,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.32**2 * RBF(length_scale=[0.937, 20, 2.38, 12.2, 6.03]) + WhiteKernel(noise_level=0.000212)"
569,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.77**2 * RBF(length_scale=[1.18, 1.81, 20, 20, 4.04]) + WhiteKernel(noise_level=5.91e-05)"
569,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.94**2 * RBF(length_scale=[0.957, 20, 2.65, 17.8, 7.9]) + WhiteKernel(noise_level=0.000207)"
569,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","2.09**2 * RBF(length_scale=[1.19, 2.25, 20, 20, 6.27]) + WhiteKernel(noise_level=5.74e-05)"
569,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","2.74**2 * RBF(length_scale=[0.812, 4.18, 20, 20, 8.45]) + WhiteKernel(noise_level=0.000175)"
569,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","2.17**2 * RBF(length_scale=[1.17, 2.37, 20, 20, 6.96]) + WhiteKernel(noise_level=5.7e-05)"
569,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","2.63**2 * RBF(length_scale=[0.789, 4.19, 20, 20, 8.61]) + WhiteKernel(noise_level=0.000159)"
569,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","2.18**2 * RBF(length_scale=[1.28, 2.14, 20, 1.54, 20]) + WhiteKernel(noise_level=5.76e-05)"
569,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","3.47**2 * RBF(length_scale=[1, 5.03, 20, 3.21, 14.1]) + WhiteKernel(noise_level=0.00024)"
653,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.74**2 * RBF(length_scale=[1.13, 1.78, 20, 2.37, 20, 5.86]) + WhiteKernel(noise_level=5.68e-05)"
653,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.12**2 * RBF(length_scale=[0.917, 6.1, 18.7, 3.64, 11.9, 4.84]) + WhiteKernel(noise_level=0.0001)"
653,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.53**2 * RBF(length_scale=[1.77, 20, 15.8, 20, 4.29]) + WhiteKernel(noise_level=0.01)"
653,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.68**2 * RBF(length_scale=[3.24, 11.2, 20, 20, 7.44]) + WhiteKernel(noise_level=0.01)"
653,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","2.41**2 * RBF(length_scale=[1.2, 2.89, 2.04, 6.4, 5.13]) + WhiteKernel(noise_level=5.78e-05)"
653,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.8**2 * RBF(length_scale=[0.915, 20, 2.98, 7.65, 4.42]) + WhiteKernel(noise_level=0.000107)"
653,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.85**2 * RBF(length_scale=[1.14, 1.84, 2.43, 20, 6.3]) + WhiteKernel(noise_level=5.64e-05)"
653,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.04**2 * RBF(length_scale=[0.924, 20, 3.18, 8.48, 4.97]) + WhiteKernel(noise_level=0.000104)"
653,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","2.04**2 * RBF(length_scale=[1.08, 1.77, 20, 6.59, 5.25]) + WhiteKernel(noise_level=5.72e-05)"
653,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.76**2 * RBF(length_scale=[0.831, 3.36, 8.88, 20, 3.84]) + WhiteKernel(noise_level=0.000103)"
653,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.91**2 * RBF(length_scale=[1.14, 1.86, 20, 2.44, 6.59]) + WhiteKernel(noise_level=5.58e-05)"
653,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","2.14**2 * RBF(length_scale=[0.831, 3.74, 10.1, 20, 4.64]) + WhiteKernel(noise_level=9.82e-05)"
653,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.95**2 * RBF(length_scale=[1.19, 1.5, 20, 1.5, 20]) + WhiteKernel(noise_level=5.8e-05)"
653,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","2.44**2 * RBF(length_scale=[0.988, 3.66, 15.6, 2.84, 8.65]) + WhiteKernel(noise_level=0.000119)"
748,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.1**2 * RBF(length_scale=[0.838, 1.14, 20, 1.61, 20, 2.48]) + WhiteKernel(noise_level=0.000137)"
748,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.33**2 * RBF(length_scale=[0.75, 2.84, 5.13, 1.85, 7.16, 4.04]) + WhiteKernel(noise_level=0.000314)"
748,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.787**2 * RBF(length_scale=[20, 2.12, 1.89, 20, 1.79]) + WhiteKernel(noise_level=0.01)"
748,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.01**2 * RBF(length_scale=[1.52, 2.95, 4.3, 20, 9.85]) + WhiteKernel(noise_level=0.01)"
748,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.02**2 * RBF(length_scale=[0.834, 20, 1.3, 1.16, 1.97]) + WhiteKernel(noise_level=0.000134)"
748,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.19**2 * RBF(length_scale=[0.76, 2.19, 1.12, 14.5, 3.74]) + WhiteKernel(noise_level=0.000306)"
748,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.13**2 * RBF(length_scale=[0.839, 1.16, 1.69, 20, 2.6]) + WhiteKernel(noise_level=0.000137)"
748,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.45**2 * RBF(length_scale=[0.772, 2.33, 1.87, 5.34, 3.58]) + WhiteKernel(noise_level=0.000321)"
748,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.06**2 * RBF(length_scale=[0.836, 0.741, 20, 1.84, 2.12]) + WhiteKernel(noise_level=0.000131)"
748,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.03**2 * RBF(length_scale=[0.724, 1.44, 3.45, 6.89, 1.02]) + WhiteKernel(noise_level=0.000335)"
748,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.11**2 * RBF(length_scale=[0.838, 1.13, 20, 1.62, 2.5]) + WhiteKernel(noise_level=0.000137)"
748,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.27**2 * RBF(length_scale=[0.746, 3.4, 4.51, 1.29, 3.73]) + WhiteKernel(noise_level=0.00032)"
748,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.94**2 * RBF(length_scale=[0.851, 0.695, 1.82, 0.34, 3.49]) + WhiteKernel(noise_level=0.000137)"
748,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.18**2 * RBF(length_scale=[0.761, 2.77, 2.43, 1.31, 5.47]) + WhiteKernel(noise_level=0.000311)"
788,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.31**2 * RBF(length_scale=[0.906, 1.2, 20, 1.99, 20, 3.59]) + WhiteKernel(noise_level=7.83e-05)"
788,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.36**2 * RBF(length_scale=[0.74, 20, 20, 1.04, 5.04, 5.14]) + WhiteKernel(noise_level=0.000333)"
788,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.808**2 * RBF(length_scale=[1.16, 0.913, 6.08, 20, 2.66]) + WhiteKernel(noise_level=0.01)"
788,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.41**2 * RBF(length_scale=[1.38, 5.04, 3.97, 20, 10.4]) + WhiteKernel(noise_level=0.01)"
788,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.85**2 * RBF(length_scale=[0.903, 20, 0.26, 20, 0.835]) + WhiteKernel(noise_level=8.07e-05)"
788,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.41**2 * RBF(length_scale=[0.743, 20, 1.06, 5.23, 5.23]) + WhiteKernel(noise_level=0.000331)"
788,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.41**2 * RBF(length_scale=[0.908, 1.27, 2.16, 20, 3.88]) + WhiteKernel(noise_level=7.8e-05)"
788,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.59**2 * RBF(length_scale=[0.753, 20, 1.14, 5.92, 5.96]) + WhiteKernel(noise_level=0.000323)"
788,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.868**2 * RBF(length_scale=[0.886, 0.631, 20, 20, 0.842]) + WhiteKernel(noise_level=8.17e-05)"
788,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.35**2 * RBF(length_scale=[0.718, 1.49, 3.84, 20, 1.6]) + WhiteKernel(noise_level=0.000362)"
788,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.49**2 * RBF(length_scale=[0.909, 1.32, 20, 2.29, 4.21]) + WhiteKernel(noise_level=7.8e-05)"
788,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.46**2 * RBF(length_scale=[0.74, 2.55, 6.68, 1.43, 4.89]) + WhiteKernel(noise_level=0.00036)"
788,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.964**2 * RBF(length_scale=[0.916, 0.472, 20, 0.695, 7.9]) + WhiteKernel(noise_level=7.95e-05)"
788,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.36**2 * RBF(length_scale=[0.754, 4.73, 20, 0.632, 4.31]) + WhiteKernel(noise_level=0.000358)"
803,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.24**2 * RBF(length_scale=[1.25, 2.29, 20, 2.28, 20, 2.55]) + WhiteKernel(noise_level=3.25e-05)"
803,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.76**2 * RBF(length_scale=[0.793, 4.76, 8.32, 12.9, 20, 5.5]) + WhiteKernel(noise_level=0.000215)"
803,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.32**2 * RBF(length_scale=[2.27, 20, 2.38, 17.6, 3.43]) + WhiteKernel(noise_level=0.01)"
803,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.32**2 * RBF(length_scale=[3.43, 3, 20, 2.74, 20]) + WhiteKernel(noise_level=0.01)"
803,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.04**2 * RBF(length_scale=[1.27, 1.43, 0.906, 5.82, 2.2]) + WhiteKernel(noise_level=3.16e-05)"
803,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","3.24**2 * RBF(length_scale=[1.75, 20, 2.6, 3.74, 3.58]) + WhiteKernel(noise_level=0.00109)"
803,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.12**2 * RBF(length_scale=[1.27, 2.41, 1.74, 20, 1.58]) + WhiteKernel(noise_level=3.22e-05)"
803,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.93**2 * RBF(length_scale=[1.7, 6.91, 3.43, 3.71, 4.1]) + WhiteKernel(noise_level=0.00108)"
803,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.01**2 * RBF(length_scale=[1.24, 1.57, 16.1, 1.52, 1.76]) + WhiteKernel(noise_level=3.17e-05)"
803,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.8**2 * RBF(length_scale=[1.4, 2.55, 2.07, 20, 2.34]) + WhiteKernel(noise_level=0.00107)"
803,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.17**2 * RBF(length_scale=[1.25, 2.23, 20, 2.04, 2.02]) + WhiteKernel(noise_level=3.26e-05)"
803,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","3.65**2 * RBF(length_scale=[1.65, 5.67, 9.03, 5.68, 5.76]) + WhiteKernel(noise_level=0.00117)"
803,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.33**2 * RBF(length_scale=[1.33, 2.27, 15.9, 0.905, 14.6]) + WhiteKernel(noise_level=3.42e-05)"
803,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","3.18**2 * RBF(length_scale=[1.73, 5.04, 7.84, 2.49, 4.16]) + WhiteKernel(noise_level=0.0011)"
815,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.21**2 * RBF(length_scale=[0.856, 1.12, 19.7, 1.72, 20, 2.81]) + WhiteKernel(noise_level=0.000184)"
815,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.46**2 * RBF(length_scale=[0.72, 1.61, 6.03, 3.97, 20, 3.95]) + WhiteKernel(noise_level=0.000437)"
815,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.73**2 * RBF(length_scale=[8.36, 20, 1.93, 5.37, 1.11]) + WhiteKernel(noise_level=0.01)"
815,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","0.976**2 * RBF(length_scale=[2.54, 9.37, 3.63, 1.69, 20]) + WhiteKernel(noise_level=0.01)"
815,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.27**2 * RBF(length_scale=[0.867, 20, 1.1, 8.16, 2.13]) + WhiteKernel(noise_level=0.00018)"
815,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.3**2 * RBF(length_scale=[0.77, 5.79, 0.429, 18.2, 4.68]) + WhiteKernel(noise_level=0.000458)"
815,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.32**2 * RBF(length_scale=[0.87, 20, 1.13, 8.69, 2.08]) + WhiteKernel(noise_level=0.000179)"
815,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.26**2 * RBF(length_scale=[0.754, 0.55, 20, 12.1, 2.39]) + WhiteKernel(noise_level=0.000408)"
815,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","1.05**2 * RBF(length_scale=[0.834, 0.58, 20, 20, 2.49]) + WhiteKernel(noise_level=0.000175)"
815,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.48**2 * RBF(length_scale=[0.713, 1.43, 5.88, 20, 3.64]) + WhiteKernel(noise_level=0.000443)"
815,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.27**2 * RBF(length_scale=[0.858, 1.1, 20, 1.83, 3.05]) + WhiteKernel(noise_level=0.000184)"
815,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.68**2 * RBF(length_scale=[0.72, 1.58, 6.19, 20, 4.15]) + WhiteKernel(noise_level=0.000454)"
815,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","0.942**2 * RBF(length_scale=[0.851, 0.439, 20, 0.323, 20]) + WhiteKernel(noise_level=0.00019)"
815,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.79**2 * RBF(length_scale=[0.788, 1.31, 8.35, 1.43, 7.04]) + WhiteKernel(noise_level=0.000488)"
830,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.51**2 * RBF(length_scale=[0.842, 1.48, 20, 1.79, 20, 4.93]) + WhiteKernel(noise_level=0.000196)"
830,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.99**2 * RBF(length_scale=[0.768, 7.98, 11.6, 1.57, 20, 3.97]) + WhiteKernel(noise_level=0.000588)"
830,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.55**2 * RBF(length_scale=[1.68, 20, 2.91, 20, 5.59]) + WhiteKernel(noise_level=0.01)"
830,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.41**2 * RBF(length_scale=[1.8, 7.08, 4.26, 20, 17.6]) + WhiteKernel(noise_level=0.01)"
830,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.15**2 * RBF(length_scale=[0.865, 4.25, 0.481, 20, 2.69]) + WhiteKernel(noise_level=0.000189)"
830,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.18**2 * RBF(length_scale=[0.802, 19.2, 1.04, 18.4, 6.02]) + WhiteKernel(noise_level=0.000585)"
830,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.71**2 * RBF(length_scale=[0.852, 1.58, 1.82, 20, 5.46]) + WhiteKernel(noise_level=0.000201)"
830,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","1.9**2 * RBF(length_scale=[0.792, 20, 0.959, 8.69, 5.29]) + WhiteKernel(noise_level=0.00058)"
830,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.964**2 * RBF(length_scale=[0.833, 0.596, 20, 6.05, 0.526]) + WhiteKernel(noise_level=0.000179)"
830,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.1**2 * RBF(length_scale=[0.477, 1.88, 20, 3.87, 0.84]) + WhiteKernel(noise_level=1.31e-05)"
830,Cb,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,Cb_0","1.65**2 * RBF(length_scale=[0.842, 1.59, 20, 1.92, 5.62]) + WhiteKernel(noise_level=0.000197)"
830,T,without_delta_Tc_scaled,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,T_0","1.98**2 * RBF(length_scale=[0.763, 5.07, 10.6, 1.69, 3.86]) + WhiteKernel(noise_level=0.000599)"
830,Cb,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.21**2 * RBF(length_scale=[0.867, 0.822, 20, 0.609, 20]) + WhiteKernel(noise_level=0.000186)"
830,T,without_initial_output,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled","1.19**2 * RBF(length_scale=[0.476, 4.34, 7.46, 0.835, 8.02]) + WhiteKernel(noise_level=3.36e-07)"
857,Cb,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.33**2 * RBF(length_scale=[0.839, 1.38, 20, 2.92, 20, 3.91]) + WhiteKernel(noise_level=0.000134)"
857,T,baseline,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.74**2 * RBF(length_scale=[0.749, 2.51, 5.92, 3.69, 20, 3.37]) + WhiteKernel(noise_level=0.000443)"
857,Cb,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","0.94**2 * RBF(length_scale=[1.89, 1.66, 3.22, 20, 1.92]) + WhiteKernel(noise_level=0.01)"
857,T,without_anchor_index,"u1_frac_A,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","1.35**2 * RBF(length_scale=[1.77, 3.77, 5.57, 20, 9.73]) + WhiteKernel(noise_level=0.01)"
857,Cb,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,Cb_0","1.26**2 * RBF(length_scale=[0.87, 6.09, 0.868, 20, 2.98]) + WhiteKernel(noise_level=0.000132)"
857,T,without_u1_frac_A,"anchor_index,u1_Tc_scaled,delta_frac_A,delta_Tc_scaled,T_0","2.12**2 * RBF(length_scale=[0.777, 20, 1.82, 4.16, 5.44]) + WhiteKernel(noise_level=0.000439)"
857,Cb,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,Cb_0","1.49**2 * RBF(length_scale=[0.84, 1.51, 3.34, 20, 4.49]) + WhiteKernel(noise_level=0.000135)"
857,T,without_u1_Tc_scaled,"anchor_index,u1_frac_A,delta_frac_A,delta_Tc_scaled,T_0","2.25**2 * RBF(length_scale=[0.782, 20, 1.94, 4.21, 5.81]) + WhiteKernel(noise_level=0.000439)"
857,Cb,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,Cb_0","0.959**2 * RBF(length_scale=[0.834, 1.01, 20, 1.09, 2.06]) + WhiteKernel(noise_level=0.00013)"
857,T,without_delta_frac_A,"anchor_index,u1_frac_A,u1_Tc_scaled,delta_Tc_scaled,T_0","1.25**2 * RBF(length_scale=[0.731, 1.97, 20, 0.872, 2.15]) + WhiteKernel(noise_level=0.000446)"
