test_batch,output,strategy,learned_kernel
881,Cb,same_delta_Tc,"1.77**2 * RBF(length_scale=[1.36, 5.01, 20, 10.7, 20, 10.4]) + WhiteKernel(noise_level=2.14e-05)"
881,T,same_delta_Tc,"3.64**2 * RBF(length_scale=[0.812, 5.49, 20, 10, 20, 12.9]) + WhiteKernel(noise_level=6.49e-05)"
881,Cb,same_both,"1.81**2 * RBF(length_scale=[1.41, 4.84, 20, 15.6, 20, 9.05]) + WhiteKernel(noise_level=1.9e-05)"
881,T,same_both,"3.62**2 * RBF(length_scale=[0.496, 6.28, 20, 10.3, 20, 19.1]) + WhiteKernel(noise_level=1e-08)"
883,Cb,unrestricted,"2.53**2 * RBF(length_scale=[1.28, 9.82, 20, 20, 20, 10.9]) + WhiteKernel(noise_level=4.93e-05)"
883,T,unrestricted,"1.97**2 * RBF(length_scale=[0.468, 13.8, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
883,Cb,same_delta_frac_A,"2.53**2 * RBF(length_scale=[1.28, 9.82, 20, 20, 20, 10.9]) + WhiteKernel(noise_level=4.93e-05)"
883,T,same_delta_frac_A,"1.97**2 * RBF(length_scale=[0.468, 13.8, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
883,Cb,same_delta_Tc,"2.3**2 * RBF(length_scale=[1.3, 5.68, 20, 20, 20, 9.93]) + WhiteKernel(noise_level=3.88e-05)"
883,T,same_delta_Tc,"2.13**2 * RBF(length_scale=[0.465, 8.35, 20, 18.7, 20, 20]) + WhiteKernel(noise_level=1e-08)"
883,Cb,same_both,"2.3**2 * RBF(length_scale=[1.3, 5.68, 20, 20, 20, 9.93]) + WhiteKernel(noise_level=3.88e-05)"
883,T,same_both,"2.13**2 * RBF(length_scale=[0.465, 8.35, 20, 18.7, 20, 20]) + WhiteKernel(noise_level=1e-08)"
907,Cb,unrestricted,"1.38**2 * RBF(length_scale=[0.449, 3.35, 20, 9.48, 20, 7.89]) + WhiteKernel(noise_level=4.68e-07)"
907,T,unrestricted,"1.75**2 * RBF(length_scale=[0.374, 3.34, 18.7, 7.9, 20, 11.3]) + WhiteKernel(noise_level=2.12e-06)"
907,Cb,same_delta_frac_A,"1.38**2 * RBF(length_scale=[0.449, 3.35, 20, 9.48, 20, 7.89]) + WhiteKernel(noise_level=4.68e-07)"
907,T,same_delta_frac_A,"1.75**2 * RBF(length_scale=[0.374, 3.34, 18.7, 7.9, 20, 11.3]) + WhiteKernel(noise_level=2.12e-06)"
907,Cb,same_delta_Tc,"1.38**2 * RBF(length_scale=[0.449, 3.35, 20, 9.48, 20, 7.89]) + WhiteKernel(noise_level=4.68e-07)"
907,T,same_delta_Tc,"1.75**2 * RBF(length_scale=[0.374, 3.34, 18.7, 7.9, 20, 11.3]) + WhiteKernel(noise_level=2.12e-06)"
907,Cb,same_both,"1.38**2 * RBF(length_scale=[0.449, 3.35, 20, 9.48, 20, 7.89]) + WhiteKernel(noise_level=4.68e-07)"
907,T,same_both,"1.75**2 * RBF(length_scale=[0.374, 3.34, 18.7, 7.9, 20, 11.3]) + WhiteKernel(noise_level=2.12e-06)"
974,Cb,unrestricted,"1.07**2 * RBF(length_scale=[0.418, 2.99, 20, 8.91, 20, 7.45]) + WhiteKernel(noise_level=3.21e-07)"
974,T,unrestricted,"1.59**2 * RBF(length_scale=[0.331, 3.43, 20, 7.75, 20, 14.6]) + WhiteKernel(noise_level=1.81e-06)"
974,Cb,same_delta_frac_A,"1.07**2 * RBF(length_scale=[0.418, 2.99, 20, 8.91, 20, 7.45]) + WhiteKernel(noise_level=3.21e-07)"
974,T,same_delta_frac_A,"1.59**2 * RBF(length_scale=[0.331, 3.43, 20, 7.75, 20, 14.6]) + WhiteKernel(noise_level=1.81e-06)"
974,Cb,same_delta_Tc,"1.07**2 * RBF(length_scale=[0.418, 2.99, 20, 8.91, 20, 7.45]) + WhiteKernel(noise_level=3.21e-07)"
974,T,same_delta_Tc,"1.59**2 * RBF(length_scale=[0.331, 3.43, 20, 7.75, 20, 14.6]) + WhiteKernel(noise_level=1.81e-06)"
974,Cb,same_both,"1.07**2 * RBF(length_scale=[0.418, 2.99, 20, 8.91, 20, 7.45]) + WhiteKernel(noise_level=3.21e-07)"
974,T,same_both,"1.59**2 * RBF(length_scale=[0.331, 3.43, 20, 7.75, 20, 14.6]) + WhiteKernel(noise_level=1.81e-06)"
992,Cb,unrestricted,"2.6**2 * RBF(length_scale=[1.25, 7.05, 20, 20, 20, 10.7]) + WhiteKernel(noise_level=3.38e-05)"
992,T,unrestricted,"1.57**2 * RBF(length_scale=[0.456, 8.71, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
992,Cb,same_delta_frac_A,"2.6**2 * RBF(length_scale=[1.25, 7.05, 20, 20, 20, 10.7]) + WhiteKernel(noise_level=3.38e-05)"
992,T,same_delta_frac_A,"1.57**2 * RBF(length_scale=[0.456, 8.71, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
992,Cb,same_delta_Tc,"2.6**2 * RBF(length_scale=[1.25, 7.05, 20, 20, 20, 10.7]) + WhiteKernel(noise_level=3.38e-05)"
992,T,same_delta_Tc,"1.57**2 * RBF(length_scale=[0.456, 8.71, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
992,Cb,same_both,"2.6**2 * RBF(length_scale=[1.25, 7.05, 20, 20, 20, 10.7]) + WhiteKernel(noise_level=3.38e-05)"
992,T,same_both,"1.57**2 * RBF(length_scale=[0.456, 8.71, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
