test_batch,output,strategy,learned_kernel
496,T,disturbance_only,"1.83**2 * RBF(length_scale=[0.532, 3.12, 15.9, 15.6, 20, 13.6]) + WhiteKernel(noise_level=1e-08)"
569,Cb,full,"1.36**2 * RBF(length_scale=[0.398, 6.2, 20, 12, 20, 7.56]) + WhiteKernel(noise_level=3.53e-08)"
569,T,full,"2.66**2 * RBF(length_scale=[0.354, 8.98, 19.6, 14.8, 20, 15.1]) + WhiteKernel(noise_level=9.46e-07)"
569,Cb,without_delta_frac_A,"1.65**2 * RBF(length_scale=[0.523, 1.69, 20, 6.08, 20, 8.5]) + WhiteKernel(noise_level=1.42e-06)"
569,T,without_delta_frac_A,"1.79**2 * RBF(length_scale=[0.447, 2.23, 20, 5.68, 20, 18.6]) + WhiteKernel(noise_level=9.72e-07)"
569,Cb,without_delta_Tc,"1.78**2 * RBF(length_scale=[0.434, 5.14, 20, 18.2, 20, 12.1]) + WhiteKernel(noise_level=1.03e-07)"
569,T,without_delta_Tc,"2.31**2 * RBF(length_scale=[0.399, 7.1, 12, 16.8, 20, 20]) + WhiteKernel(noise_level=5.64e-07)"
569,Cb,initial_only,"1.66**2 * RBF(length_scale=[0.487, 1.82, 20, 7.12, 20, 11.2]) + WhiteKernel(noise_level=5.05e-07)"
569,T,initial_only,"2.02**2 * RBF(length_scale=[0.451, 2.38, 15.3, 5.77, 20, 20]) + WhiteKernel(noise_level=1.8e-06)"
569,Cb,disturbance_only,"1.32**2 * RBF(length_scale=[0.389, 5.36, 20, 12.3, 20, 8.57]) + WhiteKernel(noise_level=3.34e-08)"
569,T,disturbance_only,"2.45**2 * RBF(length_scale=[0.356, 7.78, 18.7, 15.3, 20, 13.9]) + WhiteKernel(noise_level=1e-06)"
653,Cb,full,"1.96**2 * RBF(length_scale=[1.1, 5.27, 20, 10.4, 20, 9.93]) + WhiteKernel(noise_level=1.36e-05)"
653,T,full,"4.32**2 * RBF(length_scale=[0.79, 6.1, 20, 7.82, 20, 20]) + WhiteKernel(noise_level=0.000125)"
653,Cb,without_delta_frac_A,"2.24**2 * RBF(length_scale=[1.21, 2.01, 20, 3.87, 20, 10.1]) + WhiteKernel(noise_level=3.04e-05)"
653,T,without_delta_frac_A,"1.42**2 * RBF(length_scale=[0.486, 2.5, 7.8, 4.13, 20, 20]) + WhiteKernel(noise_level=1e-08)"
653,Cb,without_delta_Tc,"2.29**2 * RBF(length_scale=[0.66, 6.7, 20, 6.96, 20, 10.2]) + WhiteKernel(noise_level=2.48e-06)"
653,T,without_delta_Tc,"3.11**2 * RBF(length_scale=[0.548, 7.57, 11.8, 8.46, 16.4, 20]) + WhiteKernel(noise_level=2.15e-05)"
653,Cb,initial_only,"2.98**2 * RBF(length_scale=[1.23, 1.73, 20, 5.89, 20, 15]) + WhiteKernel(noise_level=3.62e-05)"
