test_batch,output,strategy,learned_kernel
653,T,nearest_transition,"4.32**2 * RBF(length_scale=[0.79, 6.1, 20, 7.82, 20, 20]) + WhiteKernel(noise_level=0.000125)"
748,Cb,recent,"1.98**2 * RBF(length_scale=[0.511, 2, 20, 5.33, 20, 8.73]) + WhiteKernel(noise_level=1.4e-07)"
748,T,recent,"2.21**2 * RBF(length_scale=[0.475, 2.47, 15.6, 3.6, 20, 10.1]) + WhiteKernel(noise_level=1.74e-06)"
748,Cb,random,"1.9**2 * RBF(length_scale=[0.513, 1.82, 20, 4.12, 20, 9.38]) + WhiteKernel(noise_level=1.9e-06)"
748,T,random,"2.81**2 * RBF(length_scale=[0.473, 2.48, 14.6, 3.91, 12, 14.7]) + WhiteKernel(noise_level=1.01e-05)"
748,Cb,nearest_initial,"2.65**2 * RBF(length_scale=[1.22, 1.59, 20, 4.59, 20, 16.5]) + WhiteKernel(noise_level=2.88e-05)"
748,T,nearest_initial,"2.22**2 * RBF(length_scale=[0.493, 2.24, 19.4, 8.16, 20, 20]) + WhiteKernel(noise_level=3.18e-07)"
748,Cb,nearest_target,"1.15**2 * RBF(length_scale=[0.549, 12.1, 20, 2.55, 20, 4.6]) + WhiteKernel(noise_level=8.24e-07)"
748,T,nearest_target,"1.61**2 * RBF(length_scale=[0.447, 13.1, 20, 2.39, 15.2, 5.1]) + WhiteKernel(noise_level=1.22e-08)"
748,Cb,nearest_transition,"1.38**2 * RBF(length_scale=[0.601, 7.74, 20, 4.29, 20, 14.3]) + WhiteKernel(noise_level=1e-08)"
748,T,nearest_transition,"4.37**2 * RBF(length_scale=[0.547, 10.9, 20, 16.1, 20, 20]) + WhiteKernel(noise_level=2.51e-06)"
788,Cb,recent,"2.2**2 * RBF(length_scale=[0.562, 1.96, 19.7, 4.2, 20, 8.76]) + WhiteKernel(noise_level=4.65e-06)"
788,T,recent,"2.34**2 * RBF(length_scale=[0.478, 2.5, 11.9, 2.98, 14.9, 13.3]) + WhiteKernel(noise_level=5.09e-07)"
788,Cb,random,"2.01**2 * RBF(length_scale=[0.537, 2.15, 20, 4.07, 20, 9.28]) + WhiteKernel(noise_level=2.05e-06)"
788,T,random,"2**2 * RBF(length_scale=[0.483, 2.85, 10.1, 3.13, 20, 8.2]) + WhiteKernel(noise_level=4.71e-06)"
788,Cb,nearest_initial,"1.79**2 * RBF(length_scale=[0.505, 1.6, 20, 5.29, 20, 15.9]) + WhiteKernel(noise_level=5.09e-07)"
788,T,nearest_initial,"1.73**2 * RBF(length_scale=[0.465, 2.27, 14.3, 4.25, 20, 20]) + WhiteKernel(noise_level=8.2e-07)"
788,Cb,nearest_target,"1.28**2 * RBF(length_scale=[0.522, 9.8, 20, 3.85, 20, 4.03]) + WhiteKernel(noise_level=5.1e-07)"
788,T,nearest_target,"1.61**2 * RBF(length_scale=[0.462, 14, 20, 2.42, 10.8, 4.91]) + WhiteKernel(noise_level=1.51e-06)"
788,Cb,nearest_transition,"1.1**2 * RBF(length_scale=[0.443, 3.96, 20, 9.53, 20, 5.47]) + WhiteKernel(noise_level=1.42e-07)"
788,T,nearest_transition,"1.46**2 * RBF(length_scale=[0.398, 4.02, 18, 9.2, 20, 11.4]) + WhiteKernel(noise_level=9.28e-07)"
803,Cb,recent,"2.33**2 * RBF(length_scale=[0.535, 2.27, 20, 4.87, 20, 10.3]) + WhiteKernel(noise_level=2.14e-06)"
803,T,recent,"2.67**2 * RBF(length_scale=[0.473, 3.07, 14.3, 3.77, 20, 9.64]) + WhiteKernel(noise_level=1.58e-06)"
803,Cb,random,"2**2 * RBF(length_scale=[0.824, 1.73, 20, 3.62, 20, 8.77]) + WhiteKernel(noise_level=8.07e-05)"
803,T,random,"2.8**2 * RBF(length_scale=[0.483, 2.74, 10.7, 5.21, 20, 12.7]) + WhiteKernel(noise_level=3.87e-06)"
803,Cb,nearest_initial,"1.51**2 * RBF(length_scale=[0.576, 1.32, 20, 3.06, 20, 13.4]) + WhiteKernel(noise_level=2.28e-06)"
803,T,nearest_initial,"1.59**2 * RBF(length_scale=[0.465, 2.39, 11.3, 5.67, 20, 20]) + WhiteKernel(noise_level=1.3e-07)"
803,Cb,nearest_target,"1.65**2 * RBF(length_scale=[0.558, 7.38, 20, 3.85, 20, 6.85]) + WhiteKernel(noise_level=7.94e-06)"
803,T,nearest_target,"2.39**2 * RBF(length_scale=[0.478, 11.8, 20, 3.73, 14.3, 7.6]) + WhiteKernel(noise_level=5.28e-06)"
803,Cb,nearest_transition,"1.64**2 * RBF(length_scale=[0.593, 2.5, 20, 4.44, 20, 14.6]) + WhiteKernel(noise_level=1.12e-05)"
803,T,nearest_transition,"1.99**2 * RBF(length_scale=[0.489, 3.03, 20, 7.33, 20, 16]) + WhiteKernel(noise_level=6.16e-06)"
815,Cb,recent,"1.84**2 * RBF(length_scale=[0.519, 1.95, 20, 3.21, 20, 8.21]) + WhiteKernel(noise_level=1.48e-06)"
815,T,recent,"2.46**2 * RBF(length_scale=[0.477, 2.79, 14.3, 2.79, 16.4, 8.44]) + WhiteKernel(noise_level=3.39e-06)"
815,Cb,random,"1.54**2 * RBF(length_scale=[0.538, 1.85, 20, 3.58, 20, 7.36]) + WhiteKernel(noise_level=1.01e-06)"
815,T,random,"2**2 * RBF(length_scale=[0.472, 2.48, 12.5, 3.59, 20, 12.1]) + WhiteKernel(noise_level=4.78e-07)"
815,Cb,nearest_initial,"1.78**2 * RBF(length_scale=[0.497, 1.49, 20, 6.12, 20, 13.1]) + WhiteKernel(noise_level=6.87e-07)"
815,T,nearest_initial,"2.06**2 * RBF(length_scale=[0.447, 2.18, 17.7, 6.87, 20, 20]) + WhiteKernel(noise_level=8.97e-07)"
815,Cb,nearest_target,"1.32**2 * RBF(length_scale=[0.48, 9.72, 20, 4.08, 20, 5.81]) + WhiteKernel(noise_level=2.85e-07)"
815,T,nearest_target,"1.33**2 * RBF(length_scale=[0.445, 10.4, 20, 2.02, 11.8, 7.25]) + WhiteKernel(noise_level=7.96e-06)"
815,Cb,nearest_transition,"1.16**2 * RBF(length_scale=[0.401, 5.9, 20, 10.2, 20, 6.33]) + WhiteKernel(noise_level=3.52e-08)"
815,T,nearest_transition,"2.03**2 * RBF(length_scale=[0.32, 6.71, 20, 10.3, 20, 14.5]) + WhiteKernel(noise_level=1.32e-07)"
830,Cb,recent,"2**2 * RBF(length_scale=[0.525, 1.94, 20, 3.1, 20, 10.1]) + WhiteKernel(noise_level=3.51e-06)"
830,T,recent,"2.84**2 * RBF(length_scale=[0.478, 2.7, 16.4, 2.15, 18.9, 15.2]) + WhiteKernel(noise_level=3.5e-06)"
830,Cb,random,"1.94**2 * RBF(length_scale=[0.511, 1.88, 20, 2.73, 20, 10.7]) + WhiteKernel(noise_level=1.02e-06)"
830,T,random,"2.55**2 * RBF(length_scale=[0.481, 2.8, 13.7, 2.3, 20, 12.7]) + WhiteKernel(noise_level=2.83e-06)"
830,Cb,nearest_initial,"1.14**2 * RBF(length_scale=[0.519, 1.27, 20, 2.18, 20, 13.6]) + WhiteKernel(noise_level=5.41e-08)"
830,T,nearest_initial,"1.28**2 * RBF(length_scale=[0.449, 2.06, 15.9, 16.8, 20, 20]) + WhiteKernel(noise_level=1e-08)"
830,Cb,nearest_target,"1.25**2 * RBF(length_scale=[0.56, 8.87, 20, 2.5, 20, 6.17]) + WhiteKernel(noise_level=3.22e-06)"
830,T,nearest_target,"1.58**2 * RBF(length_scale=[0.422, 12, 20, 2.1, 15.7, 5.86]) + WhiteKernel(noise_level=1e-08)"
830,Cb,nearest_transition,"1.13**2 * RBF(length_scale=[0.417, 4.59, 20, 11.8, 20, 6.43]) + WhiteKernel(noise_level=1.08e-07)"
830,T,nearest_transition,"1.47**2 * RBF(length_scale=[0.357, 5.17, 18.1, 10.3, 20, 16.4]) + WhiteKernel(noise_level=4.46e-07)"
857,Cb,recent,"1.91**2 * RBF(length_scale=[0.524, 1.77, 20, 4.19, 20, 8.9]) + WhiteKernel(noise_level=5.24e-06)"
857,T,recent,"2.21**2 * RBF(length_scale=[0.478, 2.89, 10.8, 3.16, 16.4, 7.79]) + WhiteKernel(noise_level=1.15e-05)"
857,Cb,random,"2.36**2 * RBF(length_scale=[0.851, 2.28, 20, 4.72, 20, 9.25]) + WhiteKernel(noise_level=4.75e-05)"
857,T,random,"2.38**2 * RBF(length_scale=[0.501, 3.5, 12.9, 2.86, 19.1, 10.2]) + WhiteKernel(noise_level=1.05e-06)"
857,Cb,nearest_initial,"2.11**2 * RBF(length_scale=[0.561, 2.01, 20, 6.47, 20, 12]) + WhiteKernel(noise_level=8.99e-07)"
857,T,nearest_initial,"2.39**2 * RBF(length_scale=[0.478, 2.72, 13.4, 9.53, 20, 20]) + WhiteKernel(noise_level=5.11e-08)"
857,Cb,nearest_target,"1.95**2 * RBF(length_scale=[0.534, 11.1, 20, 4.72, 20, 6.91]) + WhiteKernel(noise_level=1.36e-06)"
857,T,nearest_target,"1.55**2 * RBF(length_scale=[0.453, 12.9, 20, 2.95, 9.26, 4.14]) + WhiteKernel(noise_level=1.26e-07)"
857,Cb,nearest_transition,"1.15**2 * RBF(length_scale=[0.451, 3.07, 20, 8.18, 20, 7.51]) + WhiteKernel(noise_level=8.05e-08)"
857,T,nearest_transition,"1.53**2 * RBF(length_scale=[0.41, 3.74, 20, 7.58, 20, 11.2]) + WhiteKernel(noise_level=5.21e-07)"
881,Cb,recent,"1.68**2 * RBF(length_scale=[0.564, 1.95, 20, 4.84, 20, 7.16]) + WhiteKernel(noise_level=1.14e-05)"
881,T,recent,"2.92**2 * RBF(length_scale=[0.484, 2.57, 13.1, 3.41, 15.8, 12.4]) + WhiteKernel(noise_level=8.76e-06)"
881,Cb,random,"1.69**2 * RBF(length_scale=[0.536, 1.98, 20, 3.95, 20, 6.74]) + WhiteKernel(noise_level=1.09e-06)"
881,T,random,"2.96**2 * RBF(length_scale=[0.498, 2.98, 14.7, 3.05, 16.3, 15]) + WhiteKernel(noise_level=6.17e-06)"
881,Cb,nearest_initial,"2.52**2 * RBF(length_scale=[1.25, 1.95, 20, 3.69, 20, 19.8]) + WhiteKernel(noise_level=2.97e-05)"
881,T,nearest_initial,"3.8**2 * RBF(length_scale=[0.513, 2.51, 14.8, 9.21, 20, 20]) + WhiteKernel(noise_level=7.31e-06)"
881,Cb,nearest_target,"0.97**2 * RBF(length_scale=[0.473, 8.95, 20, 2.41, 20, 4.37]) + WhiteKernel(noise_level=4.73e-08)"
881,T,nearest_target,"1.37**2 * RBF(length_scale=[0.44, 10.6, 20, 1.92, 13.8, 7.94]) + WhiteKernel(noise_level=5.57e-06)"
881,Cb,nearest_transition,"1.79**2 * RBF(length_scale=[1.29, 5.15, 20, 14.3, 20, 10.9]) + WhiteKernel(noise_level=2.05e-05)"
881,T,nearest_transition,"3.85**2 * RBF(length_scale=[0.853, 5.4, 20, 10.7, 20, 15.9]) + WhiteKernel(noise_level=6.59e-05)"
883,Cb,recent,"1.62**2 * RBF(length_scale=[0.547, 1.85, 20, 3.92, 20, 6.78]) + WhiteKernel(noise_level=5.49e-06)"
883,T,recent,"2.7**2 * RBF(length_scale=[0.484, 2.54, 13.4, 3.36, 16.6, 10.5]) + WhiteKernel(noise_level=8.56e-06)"
883,Cb,random,"1.52**2 * RBF(length_scale=[0.503, 1.47, 20, 2.82, 20, 7.03]) + WhiteKernel(noise_level=2.8e-06)"
883,T,random,"2.09**2 * RBF(length_scale=[0.472, 2.35, 13.6, 2.44, 19.6, 9.28]) + WhiteKernel(noise_level=8.79e-06)"
883,Cb,nearest_initial,"1.41**2 * RBF(length_scale=[0.573, 1.3, 20, 4.33, 20, 14.5]) + WhiteKernel(noise_level=3.86e-07)"
883,T,nearest_initial,"1.68**2 * RBF(length_scale=[0.484, 2.46, 14.9, 3.38, 20, 20]) + WhiteKernel(noise_level=2.73e-08)"
883,Cb,nearest_target,"2.24**2 * RBF(length_scale=[1.29, 15.7, 20, 20, 20, 8.53]) + WhiteKernel(noise_level=3.95e-05)"
883,T,nearest_target,"1.76**2 * RBF(length_scale=[0.466, 20, 20, 6.33, 19.4, 9.57]) + WhiteKernel(noise_level=1e-08)"
883,Cb,nearest_transition,"2.53**2 * RBF(length_scale=[1.28, 9.82, 20, 20, 20, 10.9]) + WhiteKernel(noise_level=4.93e-05)"
883,T,nearest_transition,"1.97**2 * RBF(length_scale=[0.468, 13.8, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
907,Cb,recent,"2**2 * RBF(length_scale=[0.545, 2.05, 20, 4.72, 20, 8.93]) + WhiteKernel(noise_level=2.12e-06)"
907,T,recent,"2.15**2 * RBF(length_scale=[0.471, 2.44, 11.2, 3.57, 20, 10.8]) + WhiteKernel(noise_level=8.62e-07)"
907,Cb,random,"2.16**2 * RBF(length_scale=[0.532, 2.09, 20, 3.99, 20, 9.74]) + WhiteKernel(noise_level=5.99e-06)"
907,T,random,"2.62**2 * RBF(length_scale=[0.5, 2.81, 12.7, 3.3, 15, 12.7]) + WhiteKernel(noise_level=2.06e-05)"
907,Cb,nearest_initial,"1.73**2 * RBF(length_scale=[0.521, 1.47, 20, 6.53, 20, 17]) + WhiteKernel(noise_level=1e-06)"
907,T,nearest_initial,"2.27**2 * RBF(length_scale=[0.46, 1.95, 13.9, 4.78, 20, 20]) + WhiteKernel(noise_level=2e-06)"
907,Cb,nearest_target,"1.13**2 * RBF(length_scale=[0.456, 7.38, 20, 3.78, 20, 6.24]) + WhiteKernel(noise_level=1.94e-07)"
907,T,nearest_target,"1.38**2 * RBF(length_scale=[0.416, 7.11, 20, 2.28, 20, 7.42]) + WhiteKernel(noise_level=3.61e-06)"
907,Cb,nearest_transition,"1.38**2 * RBF(length_scale=[0.449, 3.35, 20, 9.48, 20, 7.89]) + WhiteKernel(noise_level=4.68e-07)"
907,T,nearest_transition,"1.75**2 * RBF(length_scale=[0.374, 3.34, 18.7, 7.9, 20, 11.3]) + WhiteKernel(noise_level=2.12e-06)"
974,Cb,recent,"1.96**2 * RBF(length_scale=[0.807, 1.95, 20, 4.6, 20, 6.81]) + WhiteKernel(noise_level=4.39e-05)"
974,T,recent,"2.99**2 * RBF(length_scale=[0.489, 3.35, 11.5, 4.18, 12.8, 11.2]) + WhiteKernel(noise_level=1.6e-06)"
974,Cb,random,"1.9**2 * RBF(length_scale=[0.514, 2.08, 20, 4.05, 20, 8.41]) + WhiteKernel(noise_level=9.68e-07)"
974,T,random,"2.5**2 * RBF(length_scale=[0.49, 3.16, 19, 2.23, 20, 10.6]) + WhiteKernel(noise_level=5.36e-06)"
974,Cb,nearest_initial,"1.6**2 * RBF(length_scale=[0.535, 1.16, 20, 12.2, 20, 15.6]) + WhiteKernel(noise_level=5.68e-06)"
974,T,nearest_initial,"2.08**2 * RBF(length_scale=[0.454, 1.77, 12.2, 8.92, 20, 20]) + WhiteKernel(noise_level=7.93e-07)"
974,Cb,nearest_target,"1.06**2 * RBF(length_scale=[0.431, 6.89, 20, 3.92, 20, 5.43]) + WhiteKernel(noise_level=3.88e-07)"
974,T,nearest_target,"1.12**2 * RBF(length_scale=[0.393, 6.36, 20, 2.03, 15.9, 6.26]) + WhiteKernel(noise_level=9.8e-06)"
974,Cb,nearest_transition,"1.07**2 * RBF(length_scale=[0.418, 2.99, 20, 8.91, 20, 7.45]) + WhiteKernel(noise_level=3.21e-07)"
974,T,nearest_transition,"1.59**2 * RBF(length_scale=[0.331, 3.43, 20, 7.75, 20, 14.6]) + WhiteKernel(noise_level=1.81e-06)"
992,Cb,recent,"1.47**2 * RBF(length_scale=[0.516, 1.75, 20, 3.22, 20, 7.3]) + WhiteKernel(noise_level=2.41e-06)"
992,T,recent,"2.23**2 * RBF(length_scale=[0.473, 2.48, 10.5, 3.71, 15.1, 9.42]) + WhiteKernel(noise_level=1.03e-05)"
992,Cb,random,"2.29**2 * RBF(length_scale=[0.843, 2.05, 20, 4.22, 20, 9.89]) + WhiteKernel(noise_level=4.54e-05)"
992,T,random,"2.84**2 * RBF(length_scale=[0.494, 3.27, 11.3, 3.63, 13.1, 13.7]) + WhiteKernel(noise_level=1.04e-06)"
992,Cb,nearest_initial,"2.69**2 * RBF(length_scale=[1.23, 1.76, 20, 4.09, 20, 17.2]) + WhiteKernel(noise_level=2.99e-05)"
992,T,nearest_initial,"2**2 * RBF(length_scale=[0.485, 2.45, 17.6, 6.11, 20, 20]) + WhiteKernel(noise_level=1e-08)"
992,Cb,nearest_target,"1.96**2 * RBF(length_scale=[1.2, 12, 20, 8.33, 20, 6.04]) + WhiteKernel(noise_level=3.31e-05)"
992,T,nearest_target,"2.81**2 * RBF(length_scale=[0.477, 19, 20, 4.62, 20, 8.39]) + WhiteKernel(noise_level=1.56e-08)"
992,Cb,nearest_transition,"2.6**2 * RBF(length_scale=[1.25, 7.05, 20, 20, 20, 10.7]) + WhiteKernel(noise_level=3.38e-05)"
992,T,nearest_transition,"1.57**2 * RBF(length_scale=[0.456, 8.71, 20, 20, 20, 20]) + WhiteKernel(noise_level=1e-08)"
